code,team_gender,country_code,country,country_long,discipline,disciplines_code,events,num_athletes
SWMW4X200MFRISR01,W,ISR,Israel,Israel,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRITA01,W,ITA,Italy,Italy,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRJPN01,W,JPN,Japan,Japan,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRNED01,W,NED,Netherlands,Netherlands,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRNZL01,W,NZL,New Zealand,New Zealand,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRTUR01,W,TUR,Türkiye,Türkiye,Swimming,SWM,Women's 4 x 200m Freestyle Relay,4
SWMW4X200MFRUSA01,W,USA,United States,United States of America,Swimming,SWM,Women's 4 x 200m Freestyle Relay,7
SWMX4X100MMDAUS01,X,AUS,Australia,Australia,Swimming,SWM,Mixed 4 x 100m Medley Relay,8
SWMX4X100MMDBRA01,X,BRA,Brazil,Brazil,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDCAN01,X,CAN,Canada,Canada,Swimming,SWM,Mixed 4 x 100m Medley Relay,7
SWMX4X100MMDCHN01,X,CHN,China,People's Republic of China,Swimming,SWM,Mixed 4 x 100m Medley Relay,6
SWMX4X100MMDFRA01,X,FRA,France,France,Swimming,SWM,Mixed 4 x 100m Medley Relay,6
SWMX4X100MMDGBR01,X,GBR,Great Britain,Great Britain,Swimming,SWM,Mixed 4 x 100m Medley Relay,5
SWMX4X100MMDGER01,X,GER,Germany,Germany,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDGRE01,X,GRE,Greece,Greece,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDISR01,X,ISR,Israel,Israel,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDITA01,X,ITA,Italy,Italy,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDJPN01,X,JPN,Japan,Japan,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDKOR01,X,KOR,Korea,Republic of Korea,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDNED01,X,NED,Netherlands,Netherlands,Swimming,SWM,Mixed 4 x 100m Medley Relay,6
SWMX4X100MMDPOL01,X,POL,Poland,Poland,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDSWE01,X,SWE,Sweden,Sweden,Swimming,SWM,Mixed 4 x 100m Medley Relay,4
SWMX4X100MMDUSA01,X,USA,United States,United States of America,Swimming,SWM,Mixed 4 x 100m Medley Relay,8
T000180168080,M,USA,United States,United States of America,Swimming,SWM,,4
T002027129113,M,FRA,France,France,Rowing,ROW,Men's Double Sculls,2
T005088118027,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Quadruple Sculls,4
T005092223144,W,AUS,Australia,Australia,Swimming,SWM,,4
T005105061005,W,NED,Netherlands,Netherlands,Swimming,SWM,,4
T005106100046,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T006235228185,X,AUS,Australia,Australia,Swimming,SWM,,4
T007165029113,M,USA,United States,United States of America,Swimming,SWM,,4
T009051173051,W,USA,United States,United States of America,Swimming,SWM,,4
T009172220247,M,AUS,Australia,Australia,Swimming,SWM,,4
T010112120160,W,USA,United States,United States of America,Swimming,SWM,,4
T010239039210,W,AUS,Australia,Australia,Swimming,SWM,,4
T011230232205,W,AUS,Australia,Australia,Swimming,SWM,,4
T012092132149,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T012123222150,M,USA,United States,United States of America,Swimming,SWM,,4
T013046016056,M,USA,United States,United States of America,Swimming,SWM,,4
T015155079200,M,RSA,South Africa,South Africa,Swimming,SWM,,4
T015237038062,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T017210105197,M,POL,Poland,Poland,Swimming,SWM,,4
T018050143120,M,KOR,Korea,Republic of Korea,Swimming,SWM,,4
T018078205011,X,USA,United States,United States of America,Swimming,SWM,,4
T021139183156,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T021182047086,W,ITA,Italy,Italy,Swimming,SWM,,4
T021189149154,M,HUN,Hungary,Hungary,Canoe Sprint,CSP,Men's Kayak Double 500m,2
T026007161153,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T027065149125,W,CHN,China,People's Republic of China,Cycling Track,CTR,,3
T027137076094,X,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4
T028003209106,W,ISR,Israel,Israel,Swimming,SWM,,4
T029092105234,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Pair,2
T031089020226,M,AUT,Austria,Austria,Swimming,SWM,,4
T031187113126,M,GBR,Great Britain,Great Britain,Rowing,ROW,Men's Four,4
T032180102004,W,HUN,Hungary,Hungary,Swimming,SWM,,4
T032230089255,W,RSA,South Africa,South Africa,Swimming,SWM,,4
T032254243215,W,AUS,Australia,Australia,Swimming,SWM,,4
T033016104132,M,USA,United States,United States of America,Swimming,SWM,,4
T034172017177,W,AUS,Australia,Australia,Swimming,SWM,,4
T036058255160,X,ITA,Italy,Italy,Shooting,SHO,,2
T036184251139,W,CAN,Canada,Canada,Swimming,SWM,,4
T037217050165,W,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T038182198132,M,NED,Netherlands,Netherlands,Cycling Track,CTR,,3
T040023042051,W,AUS,Australia,Australia,Swimming,SWM,,4
T040026171031,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T040052215176,W,NED,Netherlands,Netherlands,Swimming,SWM,,4
T040141230067,M,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Men's Double Sculls,2
T041030033135,M,AUS,Australia,Australia,Swimming,SWM,,4
T043219044070,X,KOR,Korea,Republic of Korea,Archery,ARC,,2
T044178085196,W,AUS,Australia,Australia,Swimming,SWM,,4
T047173034031,M,KOR,Korea,Republic of Korea,Swimming,SWM,,4
T048127108097,W,AUS,Australia,Australia,Swimming,SWM,,4
T048252009004,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T049177232236,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Pair,2
T050018234251,M,ITA,Italy,Italy,Swimming,SWM,,4
T050113048223,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T051001088214,M,RSA,South Africa,South Africa,Swimming,SWM,,4
T051044143211,M,AUS,Australia,Australia,Swimming,SWM,,4
T051068010116,W,NZL,New Zealand,New Zealand,Canoe Sprint,CSP,Women's Kayak Double 500m,2
T052000234216,X,CHN,China,People's Republic of China,Shooting,SHO,,2
T052132148157,W,ROU,Romania,Romania,Rowing,ROW,Women's Eight,9
T053127170146,W,USA,United States,United States of America,Swimming,SWM,,4
T054085034000,W,AUS,Australia,Australia,Swimming,SWM,,4
T054095068175,M,USA,United States,United States of America,Swimming,SWM,,4
T055237149192,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T056152082134,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T056184065059,W,AUS,Australia,Australia,Swimming,SWM,,4
T056243084219,M,USA,United States,United States of America,Swimming,SWM,,4
T057153235207,W,USA,United States,United States of America,Swimming,SWM,,4
T059049008124,M,USA,United States,United States of America,Swimming,SWM,,2
T061066235178,W,AUS,Australia,Australia,Swimming,SWM,,4
T061189189233,W,GER,Germany,Germany,Cycling Track,CTR,,4
T061199228210,M,USA,United States,United States of America,Swimming,SWM,,4
T062099173126,M,USA,United States,United States of America,Swimming,SWM,,4
T063034253052,W,ROU,Romania,Romania,Rowing,ROW,Women's Double Sculls,2
T069195059111,X,USA,United States,United States of America,Shooting,SHO,,2
T070176182065,W,AUS,Australia,Australia,Swimming,SWM,,4
T070224246047,M,USA,United States,United States of America,Swimming,SWM,,4
T072239007015,M,AUS,Australia,Australia,Swimming,SWM,,4
T073161009048,W,GER,Germany,Germany,Cycling Track,CTR,,4
T073212219121,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T074215096235,X,RSA,South Africa,South Africa,Swimming,SWM,,4
T075047206000,M,ITA,Italy,Italy,Swimming,SWM,,4
T075068011152,W,CAN,Canada,Canada,Swimming,SWM,,4
T076077236018,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T077028246213,W,CAN,Canada,Canada,Swimming,SWM,,4
T077146100097,W,AUS,Australia,Australia,Swimming,SWM,,4
T079248110012,W,ITA,Italy,Italy,Swimming,SWM,,4
T080064149056,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T080216244244,W,USA,United States,United States of America,Swimming,SWM,,4
T082101210032,W,AUS,Australia,Australia,Swimming,SWM,,4
T083202023196,W,AUS,Australia,Australia,Swimming,SWM,,4
T083223008017,W,GDR,German Dem. Republic,German Democratic Republic,Swimming,SWM,,4
T083238094200,M,USA,United States,United States of America,Swimming,SWM,,4
T084165231039,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T085109095203,W,AUS,Australia,Australia,Swimming,SWM,,4
T085178047216,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T086166153118,W,USA,United States,United States of America,Swimming,SWM,,4
T086254156090,M,ESP,Spain,Spain,Canoe Sprint,CSP,Men's Kayak Four 500m,4
T087049051255,M,USA,United States,United States of America,Swimming,SWM,,4
T087095040064,W,HUN,Hungary,Hungary,Swimming,SWM,,4
T088121127206,W,AUS,Australia,Australia,Swimming,SWM,,4
T091046074070,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T091074019200,X,AUS,Australia,Australia,Swimming,SWM,,4
T091147023065,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Quadruple Sculls,4
T093018155227,M,ESP,Spain,Spain,Swimming,SWM,,4
T094207118201,W,AUS,Australia,Australia,Swimming,SWM,,4
T094231202250,W,USA,United States,United States of America,Swimming,SWM,,4
T095071193182,M,HUN,Hungary,Hungary,Swimming,SWM,,4
T096245183145,M,USA,United States,United States of America,Swimming,SWM,,4
T097024201207,M,USA,United States,United States of America,Swimming,SWM,,4
T097190080234,W,AUS,Australia,Australia,Swimming,SWM,,4
T097198068021,M,USA,United States,United States of America,Swimming,SWM,,4
T099012198163,M,FRA,France,France,Swimming,SWM,,4
T101139061230,M,GER,Germany,Germany,Rowing,ROW,Men's Eight,9
T103009064164,M,SRB,Serbia,Serbia,Swimming,SWM,,4
T103220134006,W,HUN,Hungary,Hungary,Canoe Sprint,CSP,Women's Kayak Four 500m,4
T103223108185,X,IND,India,India,Shooting,SHO,,2
T104147084217,M,EUN,Unified Team,Unified Team,Swimming,SWM,,4
T105004201136,M,GER,Germany,Germany,Canoe Sprint,CSP,Men's Kayak Double 500m,2
T107073074055,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T107081146202,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T107144046005,W,AUS,Australia,Australia,Swimming,SWM,,4
T108070151074,M,ITA,Italy,Italy,Swimming,SWM,,4
T108160233061,M,USA,United States,United States of America,Swimming,SWM,,4
T108161120062,M,AUS,Australia,Australia,Swimming,SWM,,4
T109237041237,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T110180116243,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T112130234068,W,AUS,Australia,Australia,Swimming,SWM,,4
T112173189178,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T114143077091,W,SWE,Sweden,Sweden,Swimming,SWM,,4
T117044066011,M,NED,Netherlands,Netherlands,Cycling Track,CTR,,3
T117235076051,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T119034156000,M,USA,United States,United States of America,Swimming,SWM,,4
T120121050150,W,USA,United States,United States of America,Swimming,SWM,,4
T121068205168,M,ITA,Italy,Italy,Swimming,SWM,,4
T123093085163,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T124043035021,M,USA,United States,United States of America,Swimming,SWM,,4
T126209096140,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T127073218087,W,AUS,Australia,Australia,Swimming,SWM,,4
T127075108220,W,RSA,South Africa,South Africa,Swimming,SWM,,4
T127127130200,W,AUS,Australia,Australia,Swimming,SWM,,4
T128043238071,M,USA,United States,United States of America,Swimming,SWM,,4
T129222111254,M,USA,United States,United States of America,Swimming,SWM,,4
T132114009227,W,KOR,Korea,Republic of Korea,Archery,ARC,,3
T133048054128,M,USA,United States,United States of America,Swimming,SWM,,4
T134130092240,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T134149068080,M,NED,Netherlands,Netherlands,Swimming,SWM,,4
T135067238066,W,CHN,China,People's Republic of China,Rowing,ROW,Women's Quadruple Sculls,4
T135144033254,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T136207100235,M,GER,Germany,Germany,Canoe Sprint,CSP,Men's Kayak Four 500m,4
T136232070138,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T137153163006,W,AUS,Australia,Australia,Swimming,SWM,,4
T138230063185,W,USA,United States,United States of America,Swimming,SWM,,4
T139082206031,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T140007067165,W,AUS,Australia,Australia,Swimming,SWM,,4
T140176027011,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T141135060156,W,GER,Germany,Germany,Swimming,SWM,,4
T143157012191,W,NZL,New Zealand,New Zealand,Swimming,SWM,,4
T144159001066,W,AUS,Australia,Australia,Swimming,SWM,,4
T144224053168,M,USA,United States,United States of America,Swimming,SWM,,4
T144247061115,M,CAN,Canada,Canada,Swimming,SWM,,4
T145195042022,M,AUS,Australia,Australia,Swimming,SWM,,4
T146196227215,W,USA,United States,United States of America,Swimming,SWM,,4
T146250208081,W,AUS,Australia,Australia,Swimming,SWM,,4
T147031123022,M,GRE,Greece,Greece,Swimming,SWM,,4
T147237182130,M,USA,United States,United States of America,Swimming,SWM,,
T150192020010,W,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4
T150208041031,W,USA,United States,United States of America,Swimming,SWM,,4
T151104038079,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T151165203059,W,AUS,Australia,Australia,Swimming,SWM,,4
T151248169221,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T152007104101,M,USA,United States,United States of America,Swimming,SWM,,4
T152072158000,M,USA,United States,United States of America,Swimming,SWM,,4
T153072139060,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T154252007135,W,USA,United States,United States of America,Swimming,SWM,,4
T155251247033,W,USA,United States,United States of America,Swimming,SWM,,4
T156038232203,W,BRA,Brazil,Brazil,Swimming,SWM,,4
T156096141213,W,AUS,Australia,Australia,Swimming,SWM,,4
T157141039174,X,USA,United States,United States of America,Swimming,SWM,,4
T159071241179,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Pair,2
T159085242241,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T159093137068,W,KOR,Korea,Republic of Korea,Archery,ARC,,3
T159170064046,M,USA,United States,United States of America,Swimming,SWM,,4
T160155181193,W,ITA,Italy,Italy,Rowing,ROW,Lightweight Women's Double Sculls,2
T160254050136,X,USA,United States,United States of America,Swimming,SWM,,4
T161191071133,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T162219254220,M,AUS,Australia,Australia,Rowing,ROW,Men's Four,4
T163062069251,M,USA,United States,United States of America,Swimming,SWM,,4
T163072084245,X,ISR,Israel,Israel,Swimming,SWM,,4
T163127098077,W,POL,Poland,Poland,Swimming,SWM,,4
T164107208177,M,USA,United States,United States of America,Swimming,SWM,,4
T164131189204,W,CHN,China,People's Republic of China,Canoe Sprint,CSP,Women's Canoe Double 500m,2
T164201023192,W,AUS,Australia,Australia,Swimming,SWM,,4
T164227030087,W,POL,Poland,Poland,Swimming,SWM,,4
T165150246048,M,FRA,France,France,Swimming,SWM,,4
T165219065158,W,GDR,German Dem. Republic,German Democratic Republic,Swimming,SWM,,4
T165230053108,M,AUS,Australia,Australia,Swimming,SWM,,4
T165255017046,W,AUS,Australia,Australia,Swimming,SWM,,4
T170011107055,M,ITA,Italy,Italy,Swimming,SWM,,4
T170120112068,W,AUS,Australia,Australia,Rowing,ROW,Women's Double Sculls,2
T170150126026,M,IRL,Ireland,Ireland,Rowing,ROW,Lightweight Men's Double Sculls,2
T172050237073,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T173034009013,M,FRG,FRG,Federal Republic of Germany,Swimming,SWM,,4
T175179048136,M,USA,United States,United States of America,Rowing,ROW,Men's Eight,9
T176081239160,M,USA,United States,United States of America,Swimming,SWM,,4
T176093139168,W,AUS,Australia,Australia,Rowing,ROW,Women's Four,4
T176106184236,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T176208225219,M,USA,United States,United States of America,Swimming,SWM,,4
T176255250242,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T177095146045,W,NZL,New Zealand,New Zealand,Canoe Sprint,CSP,Women's Kayak Double 500m,2
T177099104150,M,USA,United States,United States of America,Swimming,SWM,,4
T177131070058,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T177162067254,X,AUS,Australia,Australia,Swimming,SWM,,4
T177215118232,M,CHN,China,People's Republic of China,Swimming,SWM,,4
T178131014059,W,AUS,Australia,Australia,Swimming,SWM,,4
T179016191120,M,AUS,Australia,Australia,Swimming,SWM,,4
T179170112181,M,NZL,New Zealand,New Zealand,Rowing,ROW,Men's Pair,2
T180005075132,W,AUS,Australia,Australia,Swimming,SWM,,4
T180082238036,W,AUS,Australia,Australia,Swimming,SWM,,4
T181050155106,M,CHN,China,People's Republic of China,Canoe Sprint,CSP,Men's Canoe Double 500m,2
T182013107120,M,AUS,Australia,Australia,Swimming,SWM,,4
T182159012196,W,ROU,Romania,Romania,Rowing,ROW,Women's Eight,9
T183042211129,M,NED,Netherlands,Netherlands,Swimming,SWM,,4
T183209174099,W,USA,United States,United States of America,Swimming,SWM,,4
T184186134220,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T185128006082,W,USA,United States,United States of America,Swimming,SWM,,4
T185180078216,W,USA,United States,United States of America,Swimming,SWM,,4
T186035252019,X,USA,United States,United States of America,Swimming,SWM,,4
T186102254129,M,ITA,Italy,Italy,Swimming,SWM,,4
T186119241049,W,NZL,New Zealand,New Zealand,Swimming,SWM,,4
T187154083112,M,USA,United States,United States of America,Swimming,SWM,,4
T188255247159,X,USA,United States,United States of America,Swimming,SWM,,4
T189119064069,M,USA,United States,United States of America,Swimming,SWM,,4
T190092002110,W,DEN,Denmark,Denmark,Swimming,SWM,,4
T190186209138,W,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T191201107174,W,GBR,Great Britain,Great Britain,Rowing,ROW,Lightweight Women's Double Sculls,2
T193026024173,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T196095020070,M,LTU,Lithuania,Lithuania,Swimming,SWM,,4
T196196115151,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T197028067226,M,KOR,Korea,Republic of Korea,Swimming,SWM,,4
T197064043186,M,FRA,France,France,Swimming,SWM,,4
T197121211099,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T197192199178,W,AUS,Australia,Australia,Swimming,SWM,,4
T200208094172,M,USA,United States,United States of America,Swimming,SWM,,4
T204026223054,W,USA,United States,United States of America,Swimming,SWM,,4
T204027239107,W,RSA,South Africa,South Africa,Swimming,SWM,,4
T204216145015,X,USA,United States,United States of America,Swimming,SWM,,4
T207042251035,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T210060000005,M,USA,United States,United States of America,Swimming,SWM,,4
T210070222027,M,RSA,South Africa,South Africa,Swimming,SWM,,4
T211255218208,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T212055046088,W,AUS,Australia,Australia,Swimming,SWM,,4
T215142183070,M,RUS,Russian Federation,Russian Federation,Canoe Sprint,CSP,Men's Canoe Double 500m,2
T216012230223,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T216014106137,M,RSA,South Africa,South Africa,Swimming,SWM,,4
T216092071169,M,USA,United States,United States of America,Swimming,SWM,,4
T217136143024,M,NED,Netherlands,Netherlands,Rowing,ROW,Men's Quadruple Sculls,4
T217151129191,W,AUS,Australia,Australia,Swimming,SWM,,4
T217177120018,M,USA,United States,United States of America,Swimming,SWM,,4
T218022032195,M,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4
T218038013073,W,NED,Netherlands,Netherlands,Swimming,SWM,,4
T218120199207,X,KOR,Korea,Republic of Korea,Archery,ARC,,2
T218141014095,W,CAN,Canada,Canada,Canoe Sprint,CSP,Women's Canoe Double 500m,2
T220064210078,W,CAN,Canada,Canada,Swimming,SWM,,4
T221144098126,M,USA,United States,United States of America,Swimming,SWM,,4
T221255160105,M,USA,United States,United States of America,Swimming,SWM,,4
T222244021165,X,CHN,China,People's Republic of China,Shooting,SHO,,2
T223096066167,X,USA,United States,United States of America,Shooting,SHO,,2
T224085015032,X,AUS,Australia,Australia,Swimming,SWM,,4
T225095247005,M,USA,United States,United States of America,Swimming,SWM,,4
T226131186151,M,AUS,Australia,Australia,Swimming,SWM,,4
T226159240093,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T226192081090,X,IND,India,India,Shooting,SHO,,2
T227166195031,W,USA,United States,United States of America,Swimming,SWM,,4
T227227075171,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T228006119010,M,USA,United States,United States of America,Swimming,SWM,,4
T228010157078,W,AUS,Australia,Australia,Swimming,SWM,,4
T228211081171,W,GER,Germany,Germany,Swimming,SWM,,4
T229196244224,X,IND,India,India,Shooting,SHO,,2
T231142178065,X,USA,United States,United States of America,Swimming,SWM,,4
T231254107028,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T232052083063,W,USA,United States,United States of America,Swimming,SWM,,4
T234067164063,M,USA,United States,United States of America,Swimming,SWM,,4
T235250241164,M,CRO,Croatia,Croatia,Rowing,ROW,Men's Double Sculls,2
T236149232187,M,USA,United States,United States of America,Swimming,SWM,,4
T237004209070,M,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4
T239108182176,W,NED,Netherlands,Netherlands,Swimming,SWM,,4
T239136002118,W,POL,Poland,Poland,Canoe Sprint,CSP,Women's Kayak Four 500m,4
T240145002027,M,KOR,Korea,Republic of Korea,Archery,ARC,,3
T240229054098,W,AUS,Australia,Australia,Swimming,SWM,,4
T241054177157,M,USA,United States,United States of America,Swimming,SWM,,4
T241090199113,M,KOR,Korea,Republic of Korea,Archery,ARC,,3
T241211162236,M,ITA,Italy,Italy,Swimming,SWM,,4
T241222252249,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T242000170096,X,CHN,China,People's Republic of China,Shooting,SHO,,2
T242075099067,M,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T242254057065,M,ITA,Italy,Italy,Cycling Track,CTR,,4
T243053252043,M,ITA,Italy,Italy,Cycling Track,CTR,,4
T243153023105,M,USA,United States,United States of America,Swimming,SWM,,4
T243187227111,W,AUS,Australia,Australia,Swimming,SWM,,4
T244008189081,M,SRB,Serbia,Serbia,Swimming,SWM,,4
T244157063110,M,USA,United States,United States of America,Swimming,SWM,,4
T245049147179,M,USA,United States,United States of America,Swimming,SWM,,4
T245225170159,W,ITA,Italy,Italy,Swimming,SWM,,4
T245241122029,M,USA,United States,United States of America,Swimming,SWM,,4
T246010078220,W,USA,United States,United States of America,Swimming,SWM,,4
T246128120147,X,KUW,Kuwait,Kuwait,Shooting,SHO,,2
T246191162159,W,NZL,New Zealand,New Zealand,Rowing,ROW,Women's Four,4
T246209147071,X,IND,India,India,Shooting,SHO,,2
T246234046059,M,USA,United States,United States of America,Swimming,SWM,,4
T247150124139,M,USA,United States,United States of America,Swimming,SWM,,4
T249015074213,X,GBR,Great Britain,Great Britain,Swimming,SWM,,4
T249049140097,X,CHN,China,People's Republic of China,Swimming,SWM,,4
T249066122070,M,USA,United States,United States of America,Swimming,SWM,,4
T251084043155,M,USA,United States,United States of America,Swimming,SWM,,4
T251234141132,M,USA,United States,United States of America,Swimming,SWM,,4
T251237025181,W,CHN,China,People's Republic of China,Swimming,SWM,,4
T253093211118,M,RUS,Russian Federation,Russian Federation,Swimming,SWM,,4
T254025182131,W,GER,Germany,Germany,Swimming,SWM,,4
T254078068205,W,USA,United States,United States of America,Swimming,SWM,,4
T255047189153,M,USA,United States,United States of America,Swimming,SWM,,4
T80212896,M,GBR,Great Britain,Great Britain,Athletics,ATH,,4
T80214279,W,AUS,Australia,Australia,Athletics,ATH,,4
T80214289,W,NGR,Nigeria,Nigeria,Athletics,ATH,,4
T80214643,M,USA,United States,United States of America,Athletics,ATH,,4
T80229963,W,GDR,German Dem. Republic,German Democratic Republic,Athletics,ATH,,4
T80296594,W,URS,USSR,USSR,Athletics,ATH,,4
T80297652,W,CHN,China,People's Republic of China,Athletics,ATH,,4
T80297690,W,CHN,China,People's Republic of China,Athletics,ATH,,4
T80381188,M,BRA,Brazil,Brazil,Athletics,ATH,,4
T80394592,M,AUS,Australia,Australia,Athletics,ATH,,4
T80394594,M,AUS,Australia,Australia,Athletics,ATH,,4
T80398204,W,USA,United States,United States of America,Athletics,ATH,,4
T80517879,M,USA,United States,United States of America,Athletics,ATH,,4
T80589681,W,USA,United States,United States of America,Athletics,ATH,,4
T81855168,W,BRA,Brazil,Brazil,Athletics,ATH,,4
T82808046,M,AUS,Australia,Australia,Athletics,ATH,,4
T82808159,W,USA,United States,United States of America,Athletics,ATH,,4
T82810068,M,JAM,Jamaica,Jamaica,Athletics,ATH,,4
T83931365,W,BRA,Brazil,Brazil,Athletics,ATH,,4
T88414807,M,USA,United States,United States of America,Athletics,ATH,,4
T91040376,X,BRN,Bahrain,Bahrain,Athletics,ATH,,4
T91047112,M,RSA,South Africa,South Africa,Athletics,ATH,,4
T91048122,M,GBR,Great Britain,Great Britain,Athletics,ATH,,4
T91048123,M,JPN,Japan,Japan,Athletics,ATH,,4
T91048124,M,BRA,Brazil,Brazil,Athletics,ATH,,4
T92656676,X,AUS,Australia,Australia,Athletics,ATH,,4
T92835504,X,POL,Poland,Poland,Athletics,ATH,,4
T92851915,M,BOT,Botswana,Botswana,Athletics,ATH,,4
T92886354,M,RSA,South Africa,South Africa,Athletics,ATH,,4
T94166163,X,USA,United States,United States of America,Athletics,ATH,,4
T94172565,W,JAM,Jamaica,Jamaica,Athletics,ATH,,4
T96104270,X,USA,United States,United States of America,Athletics,ATH,,4
T96112474,W,CIV,Côte d'Ivoire,Côte d'Ivoire,Athletics,ATH,,4
T96113713,M,IND,India,India,Athletics,ATH,,4
T97087390,X,COL,Colombia,Colombia,Athletics,ATH,,4
T97199356,W,AUS,Australia,Australia,Athletics,ATH,,4
T97446556,X,KEN,Kenya,Kenya,Athletics,ATH,,4
TENMDOUBLES-AIN01,M,AIN,AIN,AIN,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-ARG01,M,ARG,Argentina,Argentina,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-ARG02,M,ARG,Argentina,Argentina,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-AUS01,M,AUS,Australia,Australia,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-AUS02,M,AUS,Australia,Australia,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-BEL01,M,BEL,Belgium,Belgium,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-BRA01,M,BRA,Brazil,Brazil,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-CAN01,M,CAN,Canada,Canada,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-CHI01,M,CHI,Chile,Chile,Tennis,TEN,Men's Doubles,2
TENMDOUBLES-CRO01,M,CRO,Croatia,Croatia,Tennis,TEN,Men's Doubles,2
