athlets_code,name,name_short,name_tv,gender,country_code,country_long,disciplines,events
1562427,TALAT Kishmala,TALAT K,Kishmala TALAT,Female,PAK,Pakistan,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women', '10m Air Pistol Mixed Team']"
1562482,RAHMOUNI Yessin,RAHMOUNI Y,Yessin RAHMOUNI,Male,MAR,Morocco,['Equestrian'],['Dressage Individual']
1562527,KEUNIMJAEVA Aktenge,KEUNIMJAEVA A,Aktenge KEUNIMJAEVA,Female,UZB,Uzbekistan,['Wrestling'],"[""Women's Freestyle 50kg""]"
1562529,MAHMOUD Jana,MAHMOUD J,Jana MAHMOUD,Female,EGY,Egypt,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]"
1562596,ELDEEB Johara,ELDEEB J,Johara ELDEEB,Female,EGY,Egypt,['Rhythmic Gymnastics'],['Group All-Around']
1562602,ABDUSATTOROVA Ziyodakhon,ABDUSATTOROVA Z,Ziyodakhon ABDUSATTOROVA,Female,UZB,Uzbekistan,['Archery'],"[""Women's Individual"", 'Mixed Team']"
1562608,MOHAMED Omar,MOHAMED O,Omar MOHAMED,Male,EGY,Egypt,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]"
1562609,MOHAMED Abdellatif,MOHAMED A,Abdellatif MOHAMED,Male,EGY,Egypt,['Wrestling'],"[""Men's Greco-Roman 130kg""]"
1562613,SADIKOV Amirkhon,SADIKOV A,Amirkhon SADIKOV,Male,UZB,Uzbekistan,['Archery'],"[""Men's Individual"", 'Mixed Team']"
1562628,ARIN Neslihan,ARIN N,Neslihan ARIN,Female,TUR,TÃ¼rkiye,['Badminton'],"[""Women's Singles""]"
1562641,HRISTOV Mark,HRISTOV M,Mark HRISTOV,Male,BUL,Bulgaria,['Judo'],['Men -73 kg']
1562657,ABDELRAHMAN Mahmoud,ABDELRAHMAN M,Mahmoud ABDELRAHMAN,Male,EGY,Egypt,['Wrestling'],"[""Men's Greco-Roman 77kg""]"
1562658,IVANOV Ivaylo,IVANOV I,Ivaylo IVANOV,Male,BUL,Bulgaria,['Judo'],['Men -90 kg']
1562690,MOHAMED Moamen,MOHAMED M,Moamen MOHAMED,Male,EGY,Egypt,['Wrestling'],"[""Men's Greco-Roman 60kg""]"
1562695,GABR Mohamed,GABR M,Mohamed GABR,Male,EGY,Egypt,['Wrestling'],"[""Men's Greco-Roman 97kg""]"
1562722,PENEV Kevin,PENEV K,Kevin PENEV,Male,BUL,Bulgaria,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]"
1562727,SANCHO Sebastian,SANCHO S,Sebastian SANCHO,Male,CRC,Costa Rica,['Judo'],['Men -60 kg']
1562729,KIRBY Jack,KIRBY J,Jack KIRBY,Male,BAR,Barbados,['Swimming'],"[""Men's 100m Freestyle""]"
1562768,GEORGIEVA Valentina,GEORGIEVA V,Valentina GEORGIEVA,Female,BUL,Bulgaria,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Uneven Bars"", ""Women's Vault""]"
1562779,ANDERSON Navasky,ANDERSON N,Navasky ANDERSON,Male,JAM,Jamaica,['Athletics'],"[""Men's 800m""]"
1562782,BEHAIRY Lamar,BEHAIRY L,Lamar BEHAIRY,Female,EGY,Egypt,['Rhythmic Gymnastics'],['Group All-Around']
1562788,ELSAYED Mohamed,ELSAYED M,Mohamed ELSAYED,Male,EGY,Egypt,['Wrestling'],"[""Men's Greco-Roman 67kg""]"
1562800,METWALLY Mohamed,METWALLY M,Mohamed METWALLY,Male,EGY,Egypt,['Wrestling'],"[""Men's Greco-Roman 87kg""]"
1562828,DIAZ Mario Alberto,DIAZ MA,Mario Alberto DIAZ,Male,CUB,Cuba,['Athletics'],"[""Men's Discus Throw""]"
1562839,ESPINOSA Reynaldo R,ESPINOSA RR,Reynaldo R. ESPINOSA,Male,CUB,Cuba,['Athletics'],"[""Men's 100m""]"
1562842,ABDELAZIZ ELSAYED Abdelrahman,ABDELAZIZ ELSAYED,Abdelrahman ABDELAZIZ ELSAYED,Male,EGY,Egypt,['Weightlifting'],"[""Men's +102kg""]"
1562845,HECHAVARRIA Andy,HECHAVARRIA A,Andy HECHAVARRIA,Male,CUB,Cuba,['Athletics'],"[""Men's Triple Jump""]"
1562861,ABBAS Halima,ABBAS H,Halima ABBAS,Female,EGY,Egypt,['Weightlifting'],"[""Women's +81kg""]"
1562864,EHLERS Nils,EHLERS N,Nils EHLERS,Male,GER,Germany,['Beach Volleyball'],['Men']
1562868,WICKLER Clemens,WICKLER C,Clemens WICKLER,Male,GER,Germany,['Beach Volleyball'],['Men']
1562869,LUDWIG Laura,LUDWIG L,Laura LUDWIG,Female,GER,Germany,['Beach Volleyball'],['Women']
1562874,MUELLER Svenja,MUELLER S,Svenja MUELLER,Female,GER,Germany,['Beach Volleyball'],['Women']
1562876,FROMM Christian,FROMM C,FROMM,Male,GER,Germany,['Volleyball'],['Men']
1562877,GROZER Gyorgy,GROZER G,GROZER,Male,GER,Germany,['Volleyball'],['Men']
1562879,KAMPA Lukas,KAMPA L,KAMPA,Male,GER,Germany,['Volleyball'],['Men']
1562880,KARLITZEK Moritz,KARLITZEK M,KARLITZEK,Male,GER,Germany,['Volleyball'],['Men']
1562881,KRICK Tobias,KRICK T,KRICK,Male,GER,Germany,['Volleyball'],['Men']
1562883,REICHERT Moritz,REICHERT M,REICHERT,Male,GER,Germany,['Volleyball'],['Men']
1562884,SCHOTT Ruben,SCHOTT R,SCHOTT,Male,GER,Germany,['Volleyball'],['Men']
1562885,ZENGER Julian,ZENGER J,ZENGER,Male,GER,Germany,['Volleyball'],['Men']
1562886,ZIMMERMANN Jan,ZIMMERMANN J,ZIMMERMANN,Male,GER,Germany,['Volleyball'],['Men']
1562890,LIPPMANN Louisa,LIPPMANN L,Louisa LIPPMANN,Female,GER,Germany,['Beach Volleyball'],['Women']
1562896,BREHME Anton,BREHME A,BREHME,Male,GER,Germany,['Volleyball'],['Men']
1562921,TILLMANN Cinja,TILLMANN C,Cinja TILLMANN,Female,GER,Germany,['Beach Volleyball'],['Women']
1562922,MAASE Lukas,MAASE L,MAASE,Male,GER,Germany,['Volleyball'],['Men']
1562924,TILLE Johannes,TILLE J,TILLE,Male,GER,Germany,['Volleyball'],['Men']
1562934,BRAND Tobias,BRAND T,BRAND,Male,GER,Germany,['Volleyball'],['Men']
1562952,ABOKAHLA Karim,ABOKAHLA K,Karim ABOKAHLA,Male,EGY,Egypt,['Weightlifting'],"[""Men's 89kg""]"
1562997,MARTINEZ Lazaro,MARTINEZ L,Lazaro MARTINEZ,Male,CUB,Cuba,['Athletics'],"[""Men's Triple Jump""]"
1562999,BARNES Zandrion,BARNES Z,Zandrion BARNES,Male,JAM,Jamaica,['Athletics'],['4 x 400m Relay Mixed']
1563006,SAID Neama,SAID N,Neama SAID,Female,EGY,Egypt,['Weightlifting'],"[""Women's 71kg""]"
1563010,AHMED Sara,AHMED S,Sara AHMED,Female,EGY,Egypt,['Weightlifting'],"[""Women's 81kg""]"
1563011,BENNETT Orlando,BENNETT O,Orlando BENNETT,Male,JAM,Jamaica,['Athletics'],"[""Men's 110m Hurdles""]"
1563079,MECA Kaltra,MECA K,Kaltra MECA,Female,ALB,Albania,['Swimming'],"[""Women's 200m Freestyle""]"
1563081,WAGNER Anna-Maria,WAGNER AM,Anna-Maria WAGNER,Female,GER,Germany,['Judo'],"['Women -78 kg', 'Mixed Team']"
1563082,BUTKEREIT Miriam,BUTKEREIT M,Miriam BUTKEREIT,Female,GER,Germany,['Judo'],"['Women -70 kg', 'Mixed Team']"
1563084,MENZ Katharina,MENZ K,Katharina MENZ,Female,GER,Germany,['Judo'],"['Women -48 kg', 'Mixed Team']"
1563086,STARKE Pauline,STARKE P,Pauline STARKE,Female,GER,Germany,['Judo'],"['Women -57 kg', 'Mixed Team']"
1563088,LUCHT Renee,LUCHT R,Renee LUCHT,Female,GER,Germany,['Judo'],"['Women +78 kg', 'Mixed Team']"
1563093,WANDTKE Igor,WANDTKE I,Igor WANDTKE,Male,GER,Germany,['Judo'],"['Men -73 kg', 'Mixed Team']"
1563097,TRIPPEL Eduard,TRIPPEL E,Eduard TRIPPEL,Male,GER,Germany,['Judo'],"['Men -90 kg', 'Mixed Team']"
1563098,CAVELIUS Timo,CAVELIUS T,Timo CAVELIUS,Male,GER,Germany,['Judo'],"['Men -81 kg', 'Mixed Team']"
1563099,ABRAMOV Erik,ABRAMOV E,Erik ABRAMOV,Male,GER,Germany,['Judo'],"['Men +100 kg', 'Mixed Team']"
1563104,BALLHAUS Mascha,BALLHAUS M,Mascha BALLHAUS,Female,GER,Germany,['Judo'],"['Women -52 kg', 'Mixed Team']"
1563125,KOXHAKU Grisi,KOXHAKU G,Grisi KOXHAKU,Male,ALB,Albania,['Swimming'],"[""Men's 100m Freestyle""]"
1563243,PARADA Alejandro,PARADA A,Alejandro PARADA,Male,CUB,Cuba,['Athletics'],"[""Men's Long Jump""]"
1563250,ZAYAS Luis Enrique,ZAYAS LE,Luis Enrique ZAYAS,Male,CUB,Cuba,['Athletics'],"[""Men's High Jump""]"
1563310,NGUYEN Thi That,NGUYEN TT,Thi That NGUYEN,Female,VIE,Vietnam,['Cycling Road'],"[""Women's Road Race""]"
1563314,DO Thi Anh Nguyet,NGUYET DTA,Thi Anh Nguyet DO,Female,VIE,Vietnam,['Archery'],"[""Women's Individual"", 'Mixed Team']"
1563321,KALUCKA Aleksandra,KALUCKA A,Aleksandra KALUCKA,Female,POL,Poland,['Sport Climbing'],"[""Women's Speed""]"
1563324,le Quoc Phong,Phong LQ,Quoc Phong le,Male,VIE,Vietnam,['Archery'],"[""Men's Individual"", 'Mixed Team']"
1563327,MIROSLAW Aleksandra,MIROSLAW A,Aleksandra MIROSLAW,Female,POL,Poland,['Sport Climbing'],"[""Women's Speed""]"
1563335,QUAKE,QUAKE,QUAKE,Male,TPE,Chinese Taipei,['Breaking'],['B-Boys']
1563371,TRINH van Vinh,TRINH VV,van Vinh TRINH,Male,VIE,Vietnam,['Weightlifting'],"[""Men's 61kg""]"
1563381,KALLBERG Anton,KALLBERG A,Anton KALLBERG,Male,SWE,Sweden,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]"
1563382,BERGAND Filippa,BERGAND F,Filippa BERGAND,Female,SWE,Sweden,['Table Tennis'],"[""Women's Team""]"
1563383,KALLBERG Christina,KALLBERG C,Christina KALLBERG,Female,SWE,Sweden,['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']"
1563384,BERGSTROM Linda,BERGSTROM L,Linda BERGSTROM,Female,SWE,Sweden,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]"
1563386,KARLSSON Kristian,KARLSSON K,Kristian KARLSSON,Male,SWE,Sweden,['Table Tennis'],"[""Men's Team"", 'Mixed Doubles']"
1563390,MOREGARD Truls,MOREGARD T,Truls MOREGARD,Male,SWE,Sweden,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]"
1563393,EL FALLAKI Ilias,EL FALLAKI I,Ilias EL FALLAKI,Male,MAR,Morocco,['Swimming'],"[""Men's 400m Freestyle""]"
1563424,EL BARODI Imane Houda,EL BARODI IH,Imane Houda EL BARODI,Female,MAR,Morocco,['Swimming'],"[""Women's 100m Breaststroke""]"
1563437,OSMANOV Adil,OSMANOV A,Adil OSMANOV,Male,MDA,Republic of Moldova,['Judo'],['Men -73 kg']
1563486,LATISEV Mihail,LATISEV M,Mihail LATISEV,Male,MDA,Republic of Moldova,['Judo'],['Men -81 kg']
1563489,MITSIN Petar Petrov,MITSIN PP,Petar Petrov MITSIN,Male,BUL,Bulgaria,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 400m Freestyle""]"
1563494,RUZIEV Doston,RUZIEV D,Doston RUZIEV,Male,UZB,Uzbekistan,['Judo'],"['Men -60 kg', 'Mixed Team']"
1563503,ALDRIN Jeswin,ALDRIN J,Jeswin ALDRIN,Male,IND,India,['Athletics'],"[""Men's Long Jump""]"
1563512,NURILLAEV Sardor,NURILLAEV S,Sardor NURILLAEV,Male,UZB,Uzbekistan,['Judo'],"['Men -66 kg', 'Mixed Team']"
1563514,CHITHRAVEL Praveen,CHITHRAVEL P,Praveen CHITHRAVEL,Male,IND,India,['Athletics'],"[""Men's Triple Jump""]"
1563520,ROBLES Alvaro,ROBLES A,Alvaro ROBLES,Male,ESP,Spain,['Table Tennis'],"[""Men's Singles"", 'Mixed Doubles']"
1563521,XIAO Maria,XIAO M,Maria XIAO,Female,ESP,Spain,['Table Tennis'],"[""Women's Singles"", 'Mixed Doubles']"
1563537,CABANA PEREZ Cristina,CABANA PEREZ C,Cristina CABANA PEREZ,Female,ESP,Spain,['Judo'],"['Women -63 kg', 'Mixed Team']"
1563539,CASES ROCA Salvador,CASES ROCA S,Salvador CASES ROCA,Male,ESP,Spain,['Judo'],"['Men -73 kg', 'Mixed Team']"
1563543,GARCIA TORNE David,GARCIA TORNE D,David GARCIA TORNE,Male,ESP,Spain,['Judo'],"['Men -66 kg', 'Mixed Team']"
1563544,GARRIGOS Francisco,GARRIGOS F,Francisco GARRIGOS,Male,ESP,Spain,['Judo'],['Men -60 kg']
1563547,MARTINEZ ABELENDA Laura,MARTINEZ ABELENDA,Laura MARTINEZ ABELENDA,Female,ESP,Spain,['Judo'],"['Women -48 kg', 'Mixed Team']"
1563549,MOSAKHLISHVILI Tristani,MOSAKHLISHVILI T,Tristani MOSAKHLISHVILI,Male,ESP,Spain,['Judo'],"['Men -90 kg', 'Mixed Team']"
1563552,SHERAZADISHVILI Nikoloz,SHERAZADISHVILI N,Nikoloz SHERAZADISHVILI,Male,ESP,Spain,['Judo'],"['Men -100 kg', 'Mixed Team']"
1563553,TORO SOLER Ariane,TORO SOLER A,Ariane TORO SOLER,Female,ESP,Spain,['Judo'],"['Women -52 kg', 'Mixed Team']"
1563554,TSUNODA ROUSTANT Ai,TSUNODA ROUSTANT A,Ai TSUNODA ROUSTANT,Female,ESP,Spain,['Judo'],"['Women -70 kg', 'Mixed Team']"
1563574,KUCERA Kamil,KUCERA K,Kamil KUCERA,Male,CZE,Czechia,['Weightlifting'],"[""Men's +102kg""]"
1563605,MILADINOV Josif,MILADINOV J,Josif MILADINOV,Male,BUL,Bulgaria,['Swimming'],"[""Men's 100m Butterfly""]"
1563607,EPITROPOV Lyubomir,EPITROPOV L,Lyubomir EPITROPOV,Male,BUL,Bulgaria,['Swimming'],"[""Men's 200m Breaststroke""]"
1563610,SILVA Djamila,SILVA D,Djamila SILVA,Female,CPV,Cabo Verde,['Judo'],['Women -52 kg']
1563611,GEORGIEVA Gabriela,GEORGIEVA G,Gabriela GEORGIEVA,Female,BUL,Bulgaria,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke""]"
1563618,ALVARES de OLIVEIRA Victor,ALVARES de OLIVEI,Victor ALVARES de OLIVEIRA,Male,CPV,Cabo Verde,['Fencing'],"[""Men's Foil Individual""]"
1563633,ACHA GONZALEZ Pablo,ACHA GONZALEZ P,Pablo ACHA GONZALEZ,Male,ESP,Spain,['Archery'],"[""Men's Individual"", 'Mixed Team']"
1563638,CANALES Elia,CANALES E,Elia CANALES,Female,ESP,Spain,['Archery'],"[""Women's Individual"", 'Mixed Team']"
1563667,PINA Jayla,PINA J,Jayla PINA,Female,CPV,Cabo Verde,['Swimming'],"[""Women's 200m Individual Medley""]"
1563670,MOREIRA Ivanusa,MOREIRA I,Ivanusa MOREIRA,Female,CPV,Cabo Verde,['Boxing'],"[""Women's 66kg""]"
1563681,SORRIBES TORMO Sara,SORRIBES TORMO S,Sara SORRIBES TORMO,Female,ESP,Spain,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']"
1563682,ALCARAZ Carlos,ALCARAZ C,Carlos ALCARAZ,Male,ESP,Spain,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]"
1563687,BUCSA Cristina,BUCSA C,Cristina BUCSA,Female,ESP,Spain,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]"
1563689,CARRENO BUSTA Pablo,CARRENO BUSTA P,Pablo CARRENO BUSTA,Male,ESP,Spain,['Tennis'],"[""Men's Doubles""]"
1563691,GRANOLLERS Marcel,GRANOLLERS M,Marcel GRANOLLERS,Male,ESP,Spain,['Tennis'],"[""Men's Doubles"", 'Mixed Doubles']"
1563693,MARTINEZ Pedro,MARTINEZ P,Pedro MARTINEZ,Male,ESP,Spain,['Tennis'],"[""Men's Singles""]"
1563696,MUNAR Jaume,MUNAR J,Jaume MUNAR,Male,ESP,Spain,['Tennis'],"[""Men's Singles""]"
1563697,NADAL Rafael,NADAL R,Rafael NADAL,Male,ESP,Spain,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]"
1563773,YULDOSHEV Murodjon,YULDOSHEV M,Murodjon YULDOSHEV,Male,UZB,Uzbekistan,['Judo'],"['Men -73 kg', 'Mixed Team']"
1563781,DIESSL Enzo,DIESSL E,Enzo DIESSL,Male,AUT,Austria,['Athletics'],"[""Men's 110m Hurdles""]"
1563782,FUCHS Markus,FUCHS M,Markus FUCHS,Male,AUT,Austria,['Athletics'],"[""Men's 100m""]"
1563783,GOGL-WALLI Susanne,GOGL-WALLI S,Susanne GOGL-WALLI,Female,AUT,Austria,['Athletics'],"[""Women's 400m""]"
1563784,HUDSON Victoria,HUDSON V,Victoria HUDSON,Female,AUT,Austria,['Athletics'],"[""Women's Javelin Throw""]"
1563791,MAYER Julia,MAYER J,Julia MAYER,Female,AUT,Austria,['Athletics'],"[""Women's Marathon""]"
1563794,PALLITSCH Raphael,PALLITSCH R,Raphael PALLITSCH,Male,AUT,Austria,['Athletics'],"[""Men's 1500m""]"
1563801,WEISSHAIDINGER Lukas,WEISSHAIDINGER L,Lukas WEISSHAIDINGER,Male,AUT,Austria,['Athletics'],"[""Men's Discus Throw""]"
1563844,KUHNLE Corinna,KUHNLE C,Corinna KUHNLE,Female,AUT,Austria,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]"
1563846,OSCHMAUTZ Felix,OSCHMAUTZ F,Felix OSCHMAUTZ,Male,AUT,Austria,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]"
1563847,WOLFFHARDT Viktoria,WOLFFHARDT V,Viktoria WOLFFHARDT,Female,AUT,Austria,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]"
1563899,BRANDL Lorena,BRANDL L,Lorena BRANDL,Female,GER,Germany,['Taekwondo'],['Women +67kg']
1563910,LENNOX Hugo,LENNOX H,Hugo LENNOX,Male,IRL,Ireland,['Rugby Sevens'],['Men']
1563912,LYLE Abigail,LYLE A,Abigail LYLE,Female,IRL,Ireland,['Equestrian'],['Dressage Individual']
1563914,O'CONNOR Austin,O'CONNOR A,Austin O'CONNOR,Male,IRL,Ireland,['Equestrian'],"['Eventing Individual', 'Eventing Team']"
1563916,O'CONNOR Cian,O'CONNOR C,Cian O'CONNOR,Male,IRL,Ireland,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1563918,COYLE Daniel,COYLE D,Daniel COYLE,Male,IRL,Ireland,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1563928,McKIBBIN Peter,McKIBBIN P,Peter McKIBBIN,Male,IRL,Ireland,['Hockey'],['Men']
1563929,MARSHALL Kyle,MARSHALL K,Kyle MARSHALL,Male,IRL,Ireland,['Hockey'],['Men']
1563930,O'DONOGHUE Shane,O'DONOGHUE S,Shane O'DONOGHUE,Male,IRL,Ireland,['Hockey'],['Men']
1563931,LYNCH Jonathan,LYNCH J,Jonathan LYNCH,Male,IRL,Ireland,['Hockey'],['Men']
1563932,MURRAY Sean,MURRAY S,Sean MURRAY,Male,IRL,Ireland,['Hockey'],['Men']
1563933,BROWN Peter,BROWN P,Peter BROWN,Male,IRL,Ireland,['Hockey'],['Men']
1563934,ROBSON Michael,ROBSON M,Michael ROBSON,Male,IRL,Ireland,['Hockey'],['Men']
1563937,WALSH Daragh,WALSH D,Daragh WALSH,Male,IRL,Ireland,['Hockey'],['Men']
1563938,WALKER Benjamin,WALKER B,Ben WALKER,Male,IRL,Ireland,['Hockey'],['Men']
1563939,DUNCAN Jeremy,DUNCAN J,Jeremy DUNCAN,Male,IRL,Ireland,['Hockey'],['Men']
1563940,McKEE John,McKEE J,Johnny McKEE,Male,IRL,Ireland,['Hockey'],['Men']
1563942,JOHNSON Ben,JOHNSON B,Ben JOHNSON,Male,IRL,Ireland,['Hockey'],['Men']
1563943,NELSON Matthew,NELSON M,Matthew NELSON,Male,IRL,Ireland,['Hockey'],['Men']
1564023,RISSVEDS Jenny,RISSVEDS J,Jenny RISSVEDS,Female,SWE,Sweden,['Cycling Mountain Bike'],"[""Women's Cross-country""]"
1564059,WRIGHT Matthew,WRIGHT M,Matthew WRIGHT,Male,BAR,Barbados,['Triathlon'],"[""Men's Individual""]"
1564189,CAMPBELL Rajindra,CAMPBELL R,Rajindra CAMPBELL,Male,JAM,Jamaica,['Athletics'],"[""Men's Shot Put""]"
1564230,CAMARA Seco,CAMARA S,Seco CAMARA,Male,GBS,Guinea-Bissau,['Athletics'],"[""Men's 100m""]"
1564244,GOMIS Paivou Johnouario,GOMIS PJ,Paivou Johnouario GOMIS,Male,GBS,Guinea-Bissau,['Taekwondo'],['Men +80kg']
1564261,AHOURE-DEMPS Murielle,AHOURE-DEMPS M,Murielle AHOURE-DEMPS,Female,CIV,CÃ´te d'Ivoire,['Athletics'],"[""Women's 4 x 100m Relay""]"
1564282,SUAD NATIQ,SUAD NATIQ,SUAD NATIQ,Male,IRQ,Iraq,['Football'],['Men']
1564284,AYMEN HUSSEIN,AYMEN HUSSEIN,AYMEN HUSSEIN,Male,IRQ,Iraq,['Football'],['Men']
1564285,IBRAHIM BAYESH,IBRAHIM BAYESH,IBRAHIM BAYESH,Male,IRQ,Iraq,['Football'],['Men']
1564334,SHAIG Aishath Ulya,SHAIG AU,Aishath Ulya SHAIG,Female,MDV,Maldives,['Swimming'],"[""Women's 50m Freestyle""]"
1564340,KANIWETE Kenaz,KANIWETE K,Kenaz KANIWETE,Male,KIR,Kiribati,['Athletics'],"[""Men's 100m""]"
1564349,HAMZA Malak,HAMZA M,Malak HAMZA,Female,EGY,Egypt,['Trampoline Gymnastics'],['Women']
1564356,ABDURAIMOV Aider,ABDURAIMOV A,Aider ABDURAIMOV,Male,UKR,Ukraine,['Boxing'],"[""Men's 57kg""]"
1564362,KHYZHNIAK Oleksandr,KHYZHNIAK O,Oleksandr KHYZHNIAK,Male,UKR,Ukraine,['Boxing'],"[""Men's 80kg""]"
1564367,LOVCHYNSKYI Dmytro,LOVCHYNSKYI D,Dmytro LOVCHYNSKYI,Male,UKR,Ukraine,['Boxing'],"[""Men's +92kg""]"
1564417,BATAHOV Arsenii,BATAHOV A,Arsenii BATAHOV,Male,UKR,Ukraine,['Football'],['Men']
1564420,BRAHARU Maksym,BRAHARU M,Maksym BRAHARU,Male,UKR,Ukraine,['Football'],['Men']
1564426,FESIUN Kiril,FESIUN K,Kiril FESIUN,Male,UKR,Ukraine,['Football'],['Men']
1564430,KRYSKIV Dmytro,KRYSKIV D,Dmytro KRYSKIV,Male,UKR,Ukraine,['Football'],['Men']
1564435,MARTYNIUK Oleksandr,MARTYNIUK O,Oleksandr MARTYNIUK,Male,UKR,Ukraine,['Football'],['Men']
1564438,MYKHAILENKO Mykola,MYKHAILENKO M,Mykola MYKHAILENKO,Male,UKR,Ukraine,['Football'],['Men']
1564442,OCHERETKO Oleh,OCHERETKO O,Oleh OCHERETKO,Male,UKR,Ukraine,['Football'],['Men']
1564444,RUBCHYNSKYI Valentyn,RUBCHYNSKYI V,Valentyn RUBCHYNSKYI,Male,UKR,Ukraine,['Football'],['Men']
1564445,SALIUK Volodymyr,SALIUK V,Volodymyr SALIUK,Male,UKR,Ukraine,['Football'],['Men']
1564448,SIKAN Danylo,SIKAN D,Danylo SIKAN,Male,UKR,Ukraine,['Football'],['Men']
1564453,SYCH Oleksii,SYCH O,Oleksii SYCH,Male,UKR,Ukraine,['Football'],['Men']
1564454,TALOVIEROV Maksym,TALOVIEROV M,Maksym TALOVIEROV,Male,UKR,Ukraine,['Football'],['Men']
1564464,YERMAKOV Georgiy,YERMAKOV G,Georgiy YERMAKOV,Male,UKR,Ukraine,['Football'],['Men']
1564506,CIRILO DUBOYS Yarisleidis,CIRILO DUBOYS Y,Yarisleidis CIRILO DUBOYS,Female,CUB,Cuba,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]"
1564508,LOPEZ LAMADRID Yinnoly Francheska,LOPEZ LAMADRID YF,Yinnoly Francheska LOPEZ LAMADRID,Female,CUB,Cuba,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]"
1564511,PELIER CORDOVA Jose Ramon,PELIER CORDOVA JR,Jose Ramon PELIER CORDOVA,Male,CUB,Cuba,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]"
1564512,ABDELGHANY Abdelrahman,ABDELGHANY A,Abdelrahman ABDELGHANY,Male,EGY,Egypt,['Judo'],['Men -81 kg']
1564514,SAMY Youssry,SAMY Y,Youssry SAMY,Male,EGY,Egypt,['Judo'],['Men -60 kg']
1564559,TAKAYAWA Gerard,TAKAYAWA G,Gerard TAKAYAWA,Male,FIJ,Fiji,['Judo'],['Men +100 kg']
1564574,YARRAJI Jyothi,YARRAJI J,Jyothi YARRAJI,Female,IND,India,['Athletics'],"[""Women's 100m Hurdles""]"
1564579,RAMRAJ Vithya,RAMRAJ V,Vithya RAMRAJ,Female,IND,India,['Athletics'],"[""Women's 4 x 400m Relay""]"
1564623,LE Duc Phat,LE DP,Duc Phat LE,Male,VIE,Vietnam,['Badminton'],"[""Men's Singles""]"
1564628,TANG Chih-Chun,TANG CC,TANG Chih-Chun,Male,TPE,Chinese Taipei,['Archery'],"[""Men's Individual"", ""Men's Team""]"
1564630,TAI Yu-Hsuan,TAI YH,TAI Yu-Hsuan,Male,TPE,Chinese Taipei,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']"
1564631,LIN Zih-Siang,LIN ZS,LIN Zih-Siang,Male,TPE,Chinese Taipei,['Archery'],"[""Men's Individual"", ""Men's Team""]"
1564634,LEI Chien-Ying,LEI CY,LEI Chien-Ying,Female,TPE,Chinese Taipei,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']"
1564635,CHIU Yi-Ching,CHIU YC,CHIU Yi-Ching,Female,TPE,Chinese Taipei,['Archery'],"[""Women's Individual"", ""Women's Team""]"
1564638,LI Tsai-Chi,LI TC,LI Tsai-Chi,Female,TPE,Chinese Taipei,['Archery'],"[""Women's Individual"", ""Women's Team""]"
1564651,KARLSSON Lovisa,KARLSSON L,Lovisa KARLSSON,Female,SWE,Sweden,['Sailing'],['Mixed Dinghy']
1564652,DAHLBERG Anton,DAHLBERG A,Anton DAHLBERG,Male,SWE,Sweden,['Sailing'],['Mixed Dinghy']
1564653,BOBECK Vilma,BOBECK V,Vilma BOBECK,Female,SWE,Sweden,['Sailing'],"[""Women's Skiff""]"
1564654,OLSSON Josefin,OLSSON J,Josefin OLSSON,Female,SWE,Sweden,['Sailing'],"[""Women's Dinghy""]"
