athlets_code,name,name_short,name_tv,gender,country_code,country_long,disciplines,events
1532872,ALEKSANYAN Artur,ALEKSANYAN A,Artur ALEKSANYAN,Male,ARM,Armenia,['Wrestling'],"[""Men's Greco-Roman 97kg""]"
1532873,AMOYAN Malkhas,AMOYAN M,Malkhas AMOYAN,Male,ARM,Armenia,['Wrestling'],"[""Men's Greco-Roman 77kg""]"
1532874,GALSTYAN Slavik,GALSTYAN S,Slavik GALSTYAN,Male,ARM,Armenia,['Wrestling'],"[""Men's Greco-Roman 67kg""]"
1532944,HARUTYUNYAN Arsen,HARUTYUNYAN A,Arsen HARUTYUNYAN,Male,ARM,Armenia,['Wrestling'],"[""Men's Freestyle 57kg""]"
1532945,TEVANYAN Vazgen,TEVANYAN V,Vazgen TEVANYAN,Male,ARM,Armenia,['Wrestling'],"[""Men's Freestyle 65kg""]"
1532951,ARENAS Lorena,ARENAS L,Lorena ARENAS,Female,COL,Colombia,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']"
1533112,McKENZIE Ashley,McKENZIE A,Ashley McKENZIE,Male,JAM,Jamaica,['Judo'],['Men -60 kg']
1533136,BASS BITTAYE Gina Mariam,BASS BITTAYE GM,Gina Mariam BASS BITTAYE,Female,GAM,Gambia,['Athletics'],"[""Women's 100m"", ""Women's 200m""]"
1533176,CAMARA Ebrahima,CAMARA E,Ebrahima CAMARA,Male,GAM,Gambia,['Athletics'],"[""Men's 100m""]"
1533188,RUEDA SANTOS Lizeth,RUEDA SANTOS L,Lizeth RUEDA SANTOS,Female,MEX,Mexico,['Triathlon'],"[""Women's Individual""]"
1533189,TAPIA VIDAL Rosa Maria,TAPIA VIDAL RM,Rosa Maria TAPIA VIDAL,Female,MEX,Mexico,['Triathlon'],"[""Women's Individual""]"
1533190,GRAJALES Crisanto,GRAJALES C,Crisanto GRAJALES,Male,MEX,Mexico,['Triathlon'],"[""Men's Individual""]"
1533208,MAAROUFOU Hachim,MAAROUFOU H,Hachim MAAROUFOU,Male,COM,Comoros,['Athletics'],"[""Men's 100m""]"
1533209,SAADI Maesha,SAADI M,Maesha SAADI,Female,COM,Comoros,['Swimming'],"[""Women's 50m Freestyle""]"
1533230,DIOSDADO Nuria,DIOSDADO N,Nuria DIOSDADO,Female,MEX,Mexico,['Artistic Swimming'],"['Team', 'Duet']"
1533231,JIMENEZ Joana,JIMENEZ J,Joana JIMENEZ,Female,MEX,Mexico,['Artistic Swimming'],"['Team', 'Duet']"
1533232,SOBRINO Jessica,SOBRINO J,Jessica SOBRINO,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533234,ALFEREZ Regina,ALFEREZ R,Regina ALFEREZ,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533235,ARELLANO Fernanda,ARELLANO F,Fernanda ARELLANO,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533237,TOSCANO Pamela,TOSCANO P,Pamela TOSCANO,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533239,GONZALEZ Itzamary,GONZALEZ I,Itzamary GONZALEZ,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533240,RODRIGUEZ Samanta,RODRIGUEZ S,Samanta RODRIGUEZ,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533243,INZUNZA Glenda,INZUNZA G,Glenda INZUNZA,Female,MEX,Mexico,['Artistic Swimming'],['Team']
1533245,SEHEN Sajjad,SEHEN S,Sajjad SEHEN,Male,IRQ,Iraq,['Judo'],['Men -81 kg']
1533359,RUBAIAWI Ali Ammar Yusur,RUBAIAWI AAY,Ali Ammar Yusur RUBAIAWI,Male,IRQ,Iraq,['Weightlifting'],"[""Men's +102kg""]"
1533364,ISMAIL Mohamed,ISMAIL M,Mohamed ISMAIL,Male,DJI,Djibouti,['Athletics'],"[""Men's 5000m""]"
1533371,HASSAN Ibrahim,HASSAN I,Ibrahim HASSAN,Male,DJI,Djibouti,['Athletics'],"[""Men's Marathon""]"
1533372,WAISS Abdi,WAISS A,Abdi WAISS,Male,DJI,Djibouti,['Athletics'],"[""Men's 5000m""]"
1533374,HASSAN NOUR Samiyah,HASSAN NOUR S,Samiyah HASSAN NOUR,Female,DJI,Djibouti,['Athletics'],"[""Women's 5000m""]"
1533378,HOUSSEIN BARKAT Houmed,HOUSSEIN BARKAT H,Houmed HOUSSEIN BARKAT,Male,DJI,Djibouti,['Swimming'],"[""Men's 50m Freestyle""]"
1535180,BARAT Andy,BARAT A,Andy BARAT,Male,COM,Comoros,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]"
1535186,MARTINEZ RAMIREZ Miguel Angel,MARTINEZ RAMIREZ M,Miguel Angel MARTINEZ RAMIREZ,Male,MEX,Mexico,['Boxing'],"[""Men's 63.5kg""]"
1535187,VERDE ALVAREZ Marco Alonso,VERDE ALVAREZ MA,Marco Alonso VERDE ALVAREZ,Male,MEX,Mexico,['Boxing'],"[""Men's 71kg""]"
1535191,GONZALEZ Alegna,GONZALEZ A,Alegna GONZALEZ,Female,MEX,Mexico,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']"
1535195,LOPEZ Jesus Tonatiu,LOPEZ JT,Jesus Tonatiu LOPEZ,Male,MEX,Mexico,['Athletics'],"[""Men's 800m""]"
1535199,PORTILLO Erick,PORTILLO E,Erick PORTILLO,Male,MEX,Mexico,['Athletics'],"[""Men's High Jump""]"
1535201,MUNOZ Uziel,MUNOZ U,Uziel MUNOZ,Male,MEX,Mexico,['Athletics'],"[""Men's Shot Put""]"
1535202,del REAL Diego,del REAL D,Diego del REAL,Male,MEX,Mexico,['Athletics'],"[""Men's Hammer Throw""]"
1535203,DOCTOR Jose Luis,DOCTOR JL,Jose Luis DOCTOR,Male,MEX,Mexico,['Athletics'],"[""Men's 20km Race Walk""]"
1535212,MORAN Paola,MORAN P,Paola MORAN,Female,MEX,Mexico,['Athletics'],"[""Women's 400m""]"
1535214,GALVAN Laura,GALVAN L,Laura GALVAN,Female,MEX,Mexico,['Athletics'],"[""Women's 5000m""]"
1535216,CORTES Alma Delia,CORTES AD,Alma Delia CORTES,Female,MEX,Mexico,['Athletics'],"[""Women's 5000m""]"
1535217,CRISTIAN MOSCOTE Citlali,CRISTIAN MOSCOTE C,Citlali CRISTIAN MOSCOTE,Female,MEX,Mexico,['Athletics'],"[""Women's Marathon""]"
1535222,PALMA OLIVARES Ever Jair,PALMA OLIVARES EJ,Ever Jair PALMA OLIVARES,Male,MEX,Mexico,['Athletics'],['Marathon Race Walk Relay Mixed']
1535225,OETLING RAMIREZ Elena,OETLING RAMIREZ E,Elena OETLING RAMIREZ,Female,MEX,Mexico,['Sailing'],"[""Women's Dinghy""]"
1535226,AGUILAR CHAVEZ PEON Mariana,AGUILAR CH P,Mariana AGUILAR CHAVEZ PEON,Female,MEX,Mexico,['Sailing'],"[""Women's Windsurfing""]"
1535252,LECHUGA ALANIS Kenia,LECHUGA ALANIS K,Kenia LECHUGA ALANIS,Female,MEX,Mexico,['Rowing'],"[""Women's Single Sculls""]"
1535260,LOPEZ GARCIA Alexis,LOPEZ GARCIA A,Alexis LOPEZ GARCIA,Male,MEX,Mexico,['Rowing'],"[""Lightweight Men's Double Sculls""]"
1535267,CARBALLO NIETO Miguel,CARBALLO NIETO M,Miguel CARBALLO NIETO,Male,MEX,Mexico,['Rowing'],"[""Lightweight Men's Double Sculls""]"
1535310,BLANCO Luisa,BLANCO L,Luisa BLANCO,Female,COL,Colombia,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]"
1535343,WILLARS VALDEZ Randal,WILLARS VALDEZ R,Randal WILLARS VALDEZ,Male,MEX,Mexico,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]"
1535345,BERLIN REYES Kevin,BERLIN REYES K,Kevin BERLIN REYES,Male,MEX,Mexico,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]"
1535346,OROZCO LOZA Alejandra,OROZCO LOZA A,Alejandra OROZCO LOZA,Female,MEX,Mexico,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]"
1535348,AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Gabriela AGUNDEZ GARCIA,Female,MEX,Mexico,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]"
1535349,OLVERA IBARRA Osmar,OLVERA IBARRA O,Osmar OLVERA IBARRA,Male,MEX,Mexico,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]"
1535350,GARZA PEREZ Eugenio,GARZA PEREZ E,Eugenio GARZA PEREZ,Male,MEX,Mexico,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1535351,FERNANDEZ Federico,FERNANDEZ F,Federico FERNANDEZ,Male,MEX,Mexico,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1535354,de LARA OJEDA Miguel Alejandro,de LARA OJEDA MA,Miguel Alejandro de LARA OJEDA,Male,MEX,Mexico,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]"
1535356,MORENO Alexa,MORENO A,Alexa MORENO,Female,MEX,Mexico,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]"
1535357,SANDOVAL Ahtziri,SANDOVAL A,Ahtziri SANDOVAL,Female,MEX,Mexico,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]"
1535358,FLORES Sofia,FLORES S,Sofia FLORES,Female,MEX,Mexico,['Rhythmic Gymnastics'],['Group All-Around']
1535359,SALAZAR Kimberly,SALAZAR K,Kimberly SALAZAR,Female,MEX,Mexico,['Rhythmic Gymnastics'],['Group All-Around']
1535360,TEJEDA Adirem,TEJEDA A,Adirem TEJEDA,Female,MEX,Mexico,['Rhythmic Gymnastics'],['Group All-Around']
1535361,ALCOCER Dalia,ALCOCER D,Dalia ALCOCER,Female,MEX,Mexico,['Rhythmic Gymnastics'],['Group All-Around']
1535362,GUTIERREZ Julia,GUTIERREZ J,Julia GUTIERREZ,Female,MEX,Mexico,['Rhythmic Gymnastics'],['Group All-Around']
1535363,HERNANDEZ Emiliano,HERNANDEZ E,Emiliano HERNANDEZ,Male,MEX,Mexico,['Modern Pentathlon'],"[""Men's Individual""]"
1535364,CARRILLO Duilio,CARRILLO D,Duilio CARRILLO,Male,MEX,Mexico,['Modern Pentathlon'],"[""Men's Individual""]"
1535365,OLIVER Mayan,OLIVER M,Mayan OLIVER,Female,MEX,Mexico,['Modern Pentathlon'],"[""Women's Individual""]"
1535366,SANSORES Carlos,SANSORES C,Carlos SANSORES,Male,MEX,Mexico,['Taekwondo'],['Men +80kg']
1535367,SOUZA Daniela Paola,SOUZA DP,Daniela Paola SOUZA,Female,MEX,Mexico,['Taekwondo'],['Women -49kg']
1535368,CLELAND QUINONEZ Alan,CLELAND QUINONEZ A,Alan CLELAND QUINONEZ,Male,MEX,Mexico,['Surfing'],['Men']
1535373,GRIGORIAN Aram,GRIGORIAN A,Aram GRIGORIAN,Male,UAE,United Arab Emirates,['Judo'],['Men -90 kg']
1535374,KOSTOEV Dzhafar,KOSTOEV D,Dzhafar KOSTOEV,Male,UAE,United Arab Emirates,['Judo'],['Men -100 kg']
1535375,MAGOMEDOMAROV Magomedomar,MAGOMEDOMAROV M,Magomedomar MAGOMEDOMAROV,Male,UAE,United Arab Emirates,['Judo'],['Men +100 kg']
1535376,TATALASHVILI Nugzari,TATALASHVILI N,Nugzari TATALASHVILI,Male,UAE,United Arab Emirates,['Judo'],['Men -81 kg']
1535383,BISHRELT Khorloodoi,BISHRELT K,Khorloodoi BISHRELT,Female,UAE,United Arab Emirates,['Judo'],['Women -52 kg']
1535385,HOUSSEIN Alexandre,HOUSSEIN A,Alexandre HOUSSEIN,Male,DJI,Djibouti,['Judo'],['Men -73 kg']
1535395,AL SAYEGH Safia,AL SAYEGH S,Safia AL SAYEGH,Female,UAE,United Arab Emirates,['Cycling Road'],"[""Women's Road Race""]"
1535420,VALENCIA Alejandra,VALENCIA A,Alejandra VALENCIA,Female,MEX,Mexico,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']"
1535429,RUIZ Angela,RUIZ A,Angela RUIZ,Female,MEX,Mexico,['Archery'],"[""Women's Individual"", ""Women's Team""]"
1535430,GRANDE Matias,GRANDE M,Matias GRANDE,Male,MEX,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']"
1535433,PRIETO Marcela,PRIETO M,Marcela PRIETO,Female,MEX,Mexico,['Cycling Road'],"[""Women's Road Race""]"
1535438,RAMIREZ RAMOS Edson Ismael,RAMIREZ RAMOS EI,Edson Ismael RAMIREZ RAMOS,Male,MEX,Mexico,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']"
1535439,RODRIGUEZ Gabriela,RODRIGUEZ G,Gabriela RODRIGUEZ,Female,MEX,Mexico,['Shooting'],['Skeet Women']
1535440,ZAVALA VAZQUEZ Alejandra,ZAVALA VAZQUEZ A,Alejandra ZAVALA VAZQUEZ,Female,MEX,Mexico,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']"
1535441,QUEZADA MARQUEZ Carlos,QUEZADA MARQUEZ C,Carlos QUEZADA MARQUEZ,Male,MEX,Mexico,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']"
1535442,PENAFLOR MOYSEN Aram Michell,PENAFLOR MOYSEN AM,Aram Michell PENAFLOR MOYSEN,Male,MEX,Mexico,['Triathlon'],"[""Men's Individual""]"
1535444,REINOSO Sofia,REINOSO S,Sofia REINOSO,Female,MEX,Mexico,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]"
1535448,BRIONES FRAGOZA Beatriz,BRIONES FRAGOZA B,Beatriz BRIONES FRAGOZA,Female,MEX,Mexico,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]"
1535449,ALANIS MORALES Karina,ALANIS MORALES K,Karina ALANIS MORALES,Female,MEX,Mexico,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]"
1535505,LINARES Natalia,LINARES N,Natalia LINARES,Female,COL,Colombia,['Athletics'],"[""Women's Long Jump""]"
1535506,LONGA Ronal,LONGA R,Ronal LONGA,Male,COL,Colombia,['Athletics'],"[""Men's 100m""]"
1535511,RUIZ HURTADO Flor Denis,RUIZ HURTADO FD,Flor Denis RUIZ HURTADO,Female,COL,Colombia,['Athletics'],"[""Women's Javelin Throw""]"
1535512,ORJUELA Angie,ORJUELA A,Angie ORJUELA,Female,COL,Colombia,['Athletics'],"[""Women's Marathon""]"
1535513,RENTERIA RENTERIA Tatiana,RENTERIA RENTERIA,Tatiana RENTERIA RENTERIA,Female,COL,Colombia,['Wrestling'],"[""Women's Freestyle 76kg""]"
1535514,VALDES PANA Angie Paola,VALDES PANA AP,Angie Paola VALDES PANA,Female,COL,Colombia,['Boxing'],"[""Women's 60kg""]"
1535522,ARBOLEDA MENDOZA Valeria,ARBOLEDA MENDOZA V,Valeria ARBOLEDA MENDOZA,Female,COL,Colombia,['Boxing'],"[""Women's 57kg""]"
1535524,BOLANOS LOPEZ Victor,BOLANOS LOPEZ V,Victor BOLANOS LOPEZ,Male,COL,Colombia,['Sailing'],"[""Men's Kite""]"
1535609,ABDOLI Samyar,ABDOLI S,Samyar ABDOLI,Male,IRI,Islamic Republic of Iran,['Swimming'],"[""Men's 100m Freestyle""]"
1535660,SIMWAKA Asimenye,SIMWAKA A,Asimenye SIMWAKA,Female,MAW,Malawi,['Athletics'],"[""Women's 100m""]"
1535693,AL MARZOOQI Omar Abdul Aziz,AL MARZOOQI OAA,Omar Abdul Aziz AL MARZOOQI,Male,UAE,United Arab Emirates,['Equestrian'],"['Jumping Individual', 'Jumping Team']"
1535729,SERRANO Franco,SERRANO F,Franco SERRANO,Male,ARG,Argentina,['Modern Pentathlon'],"[""Men's Individual""]"
1535766,KUMEL SAADI,KUMEL SAADI,KUMEL SAADI,Male,IRQ,Iraq,['Football'],['Men']
1535776,JOSEF AL IMAM,JOSEF AL IMAM,JOSEF AL IMAM,Male,IRQ,Iraq,['Football'],['Men']
1535804,MUNTADHER ABDULAMEER,MUNTADHER ABDULAM,MUNTADHER ABDULAMEER,Male,IRQ,Iraq,['Football'],['Men']
1535805,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,MUNTADHER MOHAMMED,Male,IRQ,Iraq,['Football'],['Men']
1535852,MAEDER Maximilian,MAEDER M,Maximilian MAEDER,Male,SGP,Singapore,['Sailing'],"[""Men's Kite""]"
1535853,LO Ryan,LO R,Ryan LO,Male,SGP,Singapore,['Sailing'],"[""Men's Dinghy""]"
1535854,SIM En Yi Letitia,SIM EYL,En Yi Letitia SIM,Female,SGP,Singapore,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]"
1535856,TAN Jonathan Eu Jin,TAN JEJ,Jonathan Eu Jin TAN,Male,SGP,Singapore,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]"
1535858,PEREIRA Veronica Shanti,PEREIRA VS,Veronica Shanti PEREIRA,Female,SGP,Singapore,['Athletics'],"[""Women's 100m"", ""Women's 200m""]"
1535910,ZAID TAHSEEN,ZAID TAHSEEN,ZAID TAHSEEN,Male,IRQ,Iraq,['Football'],['Men']
1535913,HUSSEIN AMER,HUSSEIN AMER,HUSSEIN AMER,Male,IRQ,Iraq,['Football'],['Men']
1535914,ANAK LISES Bertrand Rhodict,ANAK LISES BR,Bertrand Rhodict ANAK LISES,Male,MAS,Malaysia,['Diving'],"[""Men's 10m Platform""]"
1535916,HUSSEIN LAWEND,HUSSEIN LAWEND,HUSSEIN LAWEND,Male,IRQ,Iraq,['Football'],['Men']
1535918,WONG Guanjie Johnathan,WONG GJ,Guanjie Johnathan WONG,Male,MAS,Malaysia,['Shooting'],['10m Air Pistol Men']
1535925,MOHAMAD ZUBIR Nur Aisyah,MOHAMAD ZUBIR NA,Nur Aisyah MOHAMAD ZUBIR,Female,MAS,Malaysia,['Cycling Road'],"[""Women's Road Race""]"
1535926,MOHAMAD LATIF Nur Shazrin,MOHAMAD LATIF NS,Nur Shazrin MOHAMAD LATIF,Female,MAS,Malaysia,['Sailing'],"[""Women's Dinghy""]"
1535927,ALI JASIM,ALI JASIM,ALI JASIM,Male,IRQ,Iraq,['Football'],['Men']
1535928,KARRAR SAAD,KARRAR SAAD,KARRAR SAAD,Male,IRQ,Iraq,['Football'],['Men']
1535929,KARRAR MOHAMMED,KARRAR MOHAMMED,KARRAR MOHAMMED,Male,IRQ,Iraq,['Football'],['Men']
1535930,NIHAD MOHAMMED,NIHAD MOHAMMED,NIHAD MOHAMMED,Male,IRQ,Iraq,['Football'],['Men']
1535959,DOUA Camil,DOUA C,Camil DOUA,Male,MTN,Mauritania,['Swimming'],"[""Men's 50m Freestyle""]"
1535993,CHEW Caroline,CHEW C,Caroline CHEW,Female,SGP,Singapore,['Equestrian'],['Dressage Individual']
1536032,HERNANDEZ FLORES Margarita,HERNANDEZ FLORES M,Margarita HERNANDEZ FLORES,Female,MEX,Mexico,['Athletics'],"[""Women's Marathon""]"
1536045,SALIMI Arian,SALIMI A,Arian SALIMI,Male,IRI,Islamic Republic of Iran,['Taekwondo'],['Men +80kg']
1536058,BARKHORDARI Mehran,BARKHORDARI M,Mehran BARKHORDARI,Male,IRI,Islamic Republic of Iran,['Taekwondo'],['Men -80kg']
1536064,NEMATZADEH Mobina,NEMATZADEH M,Mobina NEMATZADEH,Female,IRI,Islamic Republic of Iran,['Taekwondo'],['Women -49kg']
1536067,KIYANICHANDEH Nahid,KIYANICHANDEH N,Nahid KIYANICHANDEH,Female,IRI,Islamic Republic of Iran,['Taekwondo'],['Women -57kg']
1536157,MPALI Adam,MPALI A,Adam MPALI,Male,GAB,Gabon,['Swimming'],"[""Men's 50m Freestyle""]"
1536175,AMISON Naima-Zahra,AMISON NZ,Naima-Zahra AMISON,Female,DJI,Djibouti,['Swimming'],"[""Women's 50m Freestyle""]"
1536184,STREHLKE DELGADO Paulo,STREHLKE DELGADO P,Paulo STREHLKE DELGADO,Male,MEX,Mexico,['Marathon Swimming'],"[""Men's 10km""]"
1536190,SANDOVAL AYALA Martha,SANDOVAL AYALA M,Martha SANDOVAL AYALA,Female,MEX,Mexico,['Marathon Swimming'],"[""Women's 10km""]"
1536196,ESTUDILLO TORRES Alejandra,ESTUDILLO TORRES A,Alejandra ESTUDILLO TORRES,Female,MEX,Mexico,['Diving'],"[""Women's 3m Springboard""]"
1536197,CELAYA HERNANDEZ Juan Manuel,CELAYA HERNANDEZ J,Juan Manuel CELAYA HERNANDEZ,Male,MEX,Mexico,['Diving'],"[""Men's Synchronised 3m Springboard""]"
1536198,VAZQUEZ MONTANO Aranza,VAZQUEZ MONTANO A,Aranza VAZQUEZ MONTANO,Female,MEX,Mexico,['Diving'],"[""Women's 3m Springboard""]"
1536207,ALIPOUR SHENAZANDIFARD Reza,ALI POUR R,Reza ALI POUR,Male,IRI,Islamic Republic of Iran,['Sport Climbing'],"[""Men's Speed""]"
1536214,ALAMIAN Nima,ALAMIAN N,Nima ALAMIAN,Male,IRI,Islamic Republic of Iran,['Table Tennis'],"[""Men's Singles""]"
1536215,ALAMIYAN Noshad,ALAMIYAN N,Noshad ALAMIYAN,Male,IRI,Islamic Republic of Iran,['Table Tennis'],"[""Men's Singles""]"
1536233,YASEEN Taha Hussein,YASEEN TH,Taha Hussein YASEEN,Male,IRQ,Iraq,['Athletics'],"[""Men's 100m""]"
1536251,MAAN Tulika,MAAN T,Tulika MAAN,Female,IND,India,['Judo'],['Women +78 kg']
1536341,ANCER Abraham,ANCER A,Abraham ANCER,Male,MEX,Mexico,['Golf'],"[""Men's Individual Stroke Play""]"
1536368,SHARMA Shubhankar,SHARMA S,Shubhankar SHARMA,Male,IND,India,['Golf'],"[""Men's Individual Stroke Play""]"
1536371,BHULLAR Gaganjeet,BHULLAR G,Gaganjeet BHULLAR,Male,IND,India,['Golf'],"[""Men's Individual Stroke Play""]"
1536372,GIRMA Ermias,GIRMA E,Ermias GIRMA,Male,ETH,Ethiopia,['Athletics'],"[""Men's 1500m""]"
1536460,ROJAS Carlos,ROJAS C,Carlos ROJAS,Male,MEX,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team""]"
1536467,MARTINEZ WING Bruno,MARTINEZ WING B,Bruno MARTINEZ WING,Male,MEX,Mexico,['Archery'],"[""Men's Individual"", ""Men's Team""]"
1536479,VAZQUEZ Ana,VAZQUEZ A,Ana VAZQUEZ,Female,MEX,Mexico,['Archery'],"[""Women's Individual"", ""Women's Team""]"
1536494,RIVERA Edgar,RIVERA E,Edgar RIVERA,Male,MEX,Mexico,['Athletics'],"[""Men's High Jump""]"
1536495,TAMAYO-GARZA Cecilia,TAMAYO-GARZA C,Cecilia TAMAYO-GARZA,Female,MEX,Mexico,['Athletics'],"[""Women's 100m"", ""Women's 200m""]"
1536496,ALEMU Habitam,ALEMU H,Habitam ALEMU,Female,ETH,Ethiopia,['Athletics'],"[""Women's 800m""]"
1536497,MESELE Worknesh,MESELE W,Worknesh MESELE,Female,ETH,Ethiopia,['Athletics'],"[""Women's 800m""]"
1536498,DUGUMA Tsige,DUGUMA T,Tsige DUGUMA,Female,ETH,Ethiopia,['Athletics'],"[""Women's 800m""]"
1536522,ASHOK Aditi,ASHOK A,Aditi ASHOK,Female,IND,India,['Golf'],"[""Women's Individual Stroke Play""]"
1536523,DAGAR Diksha,DAGAR D,Diksha DAGAR,Female,IND,India,['Golf'],"[""Women's Individual Stroke Play""]"
1536568,FAYISA Abdisa,FAYISA A,Abdisa FAYISA,Male,ETH,Ethiopia,['Athletics'],"[""Men's 1500m""]"
1536585,GUERRERO Ilse,GUERRERO I,Ilse GUERRERO,Female,MEX,Mexico,['Athletics'],"[""Women's 20km Race Walk""]"
1536599,CHAMA Noel,CHAMA N,Noel CHAMA,Male,MEX,Mexico,['Athletics'],"[""Men's 20km Race Walk""]"
1536600,ORTIZ Ricardo,ORTIZ R,Ricardo ORTIZ,Male,MEX,Mexico,['Athletics'],"[""Men's 20km Race Walk""]"
1536624,SHAHSAVARI Neda,SHAHSAVARI N,Neda SHAHSAVARI,Female,IRI,Islamic Republic of Iran,['Table Tennis'],"[""Women's Singles""]"
1536632,FALLAH Mobina,FALLAH M,Mobina FALLAH,Female,IRI,Islamic Republic of Iran,['Archery'],"[""Women's Individual""]"
1536648,LOH Kean Yew,LOH KY,Kean Yew LOH,Male,SGP,Singapore,['Badminton'],"[""Men's Singles""]"
1536649,HEE Yong Kai Terry,HEE YKT,Yong Kai Terry HEE,Male,SGP,Singapore,['Badminton'],['Mixed Doubles']
1536650,TAN Wei Han Jessica,TAN WHJ,Wei Han Jessica TAN,Female,SGP,Singapore,['Badminton'],['Mixed Doubles']
1536651,YEO Jia Min,YEO JM,Jia Min YEO,Female,SGP,Singapore,['Badminton'],"[""Women's Singles""]"
1536669,LABIB Ali,LABIB A,Ali LABIB,Male,IRI,Islamic Republic of Iran,['Cycling Road'],"[""Men's Road Race""]"
1536683,FASIHI Farzaneh,FASIHI F,Farzaneh FASIHI,Female,IRI,Islamic Republic of Iran,['Athletics'],"[""Women's 100m""]"
1536701,TAFTIAN Hassan,TAFTIAN H,Hassan TAFTIAN,Male,IRI,Islamic Republic of Iran,['Athletics'],"[""Men's 100m""]"
1536721,PANWAR Balraj,PANWAR B,Balraj PANWAR,Male,IND,India,['Rowing'],"[""Men's Single Sculls""]"
1536885,RICKETTS Shanieka,RICKETTS S,Shanieka RICKETTS,Female,JAM,Jamaica,['Athletics'],"[""Women's Triple Jump""]"
1536925,HARRIS Naquille,HARRIS N,Naquille HARRIS,Male,SKN,Saint Kitts and Nevis,['Athletics'],"[""Men's 100m""]"
1536961,DAVOUDI Ali,DAVOUDI A,Ali DAVOUDI,Male,IRI,Islamic Republic of Iran,['Weightlifting'],"[""Men's +102kg""]"
1536971,JAVADI ALIABADI Mir Mostafa,JAVADI ALIABADI MM,Mir Mostafa JAVADI ALIABADI,Male,IRI,Islamic Republic of Iran,['Weightlifting'],"[""Men's 89kg""]"
1536983,WELTEJI Diribe,WELTEJI D,Diribe WELTEJI,Female,ETH,Ethiopia,['Athletics'],"[""Women's 1500m""]"
1536990,HAYLOM Birke,HAYLOM B,Birke HAYLOM,Female,ETH,Ethiopia,['Athletics'],"[""Women's 1500m""]"
1536992,HAILU Freweyni,HAILU F,Freweyni HAILU,Female,ETH,Ethiopia,['Athletics'],"[""Women's 5000m""]"
1536996,AGHAMIRZAEIJENAGHARD Ali,AGHAMIRZAEIJENAGH,Ali AGHAMIRZAEIJENAGHARD,Male,IRI,Islamic Republic of Iran,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]"
1536997,MAYALA Freddy,MAYALA F,Freddy MAYALA,Male,CGO,Congo,['Swimming'],"[""Men's 50m Freestyle""]"
1536998,AREGAWI Berihu,AREGAWI B,Berihu AREGAWI,Male,ETH,Ethiopia,['Athletics'],"[""Men's 10,000m""]"
1536999,KEJELCHA Yomif,KEJELCHA Y,Yomif KEJELCHA,Male,ETH,Ethiopia,['Athletics'],"[""Men's 10,000m""]"
1537001,GEBRHIWET Hagos,GEBRHIWET H,Hagos GEBRHIWET,Male,ETH,Ethiopia,['Athletics'],"[""Men's 5000m""]"
