medal_date,medal_type,medal_code,name,gender,country_code,country_long,team_gender,discipline,event,event_type,birth_date,code_athlete,code_team,is_medallist
2024-08-10,Bronze Medal,3,LEE Dabin,Female,KOR,Republic of Korea,,Taekwondo,Women +67kg,HATH,1996-12-07,1904039,,True
2024-08-10,Bronze Medal,3,KUS AYDIN Nafia,Female,TUR,Türkiye,,Taekwondo,Women +67kg,HATH,1995-02-20,1566738,,True
2024-08-10,Gold Medal,1,TALAKHADZE Lasha,Male,GEO,Georgia,,Weightlifting,Men's +102kg,ATH,1993-10-02,1551443,,True
2024-08-10,Silver Medal,2,LALAYAN Varazdat,Male,ARM,Armenia,,Weightlifting,Men's +102kg,ATH,1999-05-01,1544424,,True
2024-08-10,Bronze Medal,3,MINASYAN Gor,Male,BRN,Bahrain,,Weightlifting,Men's +102kg,ATH,1994-10-25,1540334,,True
2024-08-10,Gold Medal,1,LIU Huanhua,Male,CHN,People's Republic of China,,Weightlifting,Men's 102kg,ATH,2001-08-20,1918369,,True
2024-08-10,Silver Medal,2,DJURAEV Akbar,Male,UZB,Uzbekistan,,Weightlifting,Men's 102kg,ATH,1999-10-08,1551307,,True
2024-08-10,Bronze Medal,3,TSIKHANTSOU Yauheni,Male,AIN,AIN,,Weightlifting,Men's 102kg,ATH,1998-11-04,1569832,,True
2024-08-10,Gold Medal,1,KOANDA Solfrid Eila Amena,Female,NOR,Norway,,Weightlifting,Women's 81kg,ATH,1998-11-13,1878625,,True
2024-08-10,Silver Medal,2,AHMED Sara,Female,EGY,Egypt,,Weightlifting,Women's 81kg,ATH,1998-01-01,1563010,,True
2024-08-10,Bronze Medal,3,DAJOMES BARRERA Neisi Patricia,Female,ECU,Ecuador,,Weightlifting,Women's 81kg,ATH,1998-05-12,1940308,,True
2024-08-10,Gold Medal,1,PETRIASHVILI Geno,Male,GEO,Georgia,,Wrestling,Men's Freestyle 125kg,HATH,1994-04-01,1554885,,True
2024-08-10,Silver Medal,2,ZARE Amir Hossein,Male,IRI,Islamic Republic of Iran,,Wrestling,Men's Freestyle 125kg,HATH,2001-01-16,1543088,,True
2024-08-10,Bronze Medal,3,AKGUL Taha,Male,TUR,Türkiye,,Wrestling,Men's Freestyle 125kg,HATH,1990-11-22,1570546,,True
2024-08-10,Bronze Medal,3,MESHVILDISHVILI Giorgi,Male,AZE,Azerbaijan,,Wrestling,Men's Freestyle 125kg,HATH,1992-05-13,1947172,,True
2024-08-10,Gold Medal,1,JAMALOV Razambek Salambekovitch,Male,UZB,Uzbekistan,,Wrestling,Men's Freestyle 74kg,HATH,1998-06-01,1562164,,True
2024-08-10,Silver Medal,2,TAKATANI Daichi,Male,JPN,Japan,,Wrestling,Men's Freestyle 74kg,HATH,1994-11-22,1939708,,True
2024-08-10,Bronze Medal,3,DAKE Kyle Douglas,Male,USA,United States of America,,Wrestling,Men's Freestyle 74kg,HATH,1991-02-25,1955345,,True
2024-08-10,Bronze Medal,3,VALIEV Chermen,Male,ALB,Albania,,Wrestling,Men's Freestyle 74kg,HATH,1998-12-10,3429662,,True
2024-08-10,Gold Medal,1,MOTOKI Sakura,Female,JPN,Japan,,Wrestling,Women's Freestyle 62kg,HATH,2002-02-20,1939702,,True
2024-08-10,Silver Medal,2,KOLIADENKO Iryna,Female,UKR,Ukraine,,Wrestling,Women's Freestyle 62kg,HATH,1998-08-28,1897022,,True
2024-08-10,Bronze Medal,3,TYNYBEKOVA Aisuluu,Female,KGZ,Kyrgyzstan,,Wrestling,Women's Freestyle 62kg,HATH,1993-05-04,1902786,,True
2024-08-10,Bronze Medal,3,BULLEN Grace Jacob,Female,NOR,Norway,,Wrestling,Women's Freestyle 62kg,HATH,1997-02-07,1878635,,True
2024-08-11,Gold Medal,1,HASSAN Sifan,Female,NED,Netherlands,,Athletics,Women's Marathon,ATH,1993-01-01,1972105,,True
2024-08-11,Silver Medal,2,ASSEFA Tigst,Female,ETH,Ethiopia,,Athletics,Women's Marathon,ATH,1996-12-03,1901487,,True
2024-08-11,Bronze Medal,3,OBIRI Hellen,Female,KEN,Kenya,,Athletics,Women's Marathon,ATH,1989-12-13,1932851,,True
2024-08-11,Gold Medal,1,LAVREYSEN Harrie,Male,NED,Netherlands,,Cycling Track,Men's Keirin,ATH,1997-03-14,1969182,,True
2024-08-11,Silver Medal,2,RICHARDSON Matthew,Male,AUS,Australia,,Cycling Track,Men's Keirin,ATH,1999-04-17,1940263,,True
2024-08-11,Bronze Medal,3,GLAETZER Matthew,Male,AUS,Australia,,Cycling Track,Men's Keirin,ATH,1992-08-24,1940262,,True
2024-08-11,Gold Medal,1,VALENTE Jennifer,Female,USA,United States of America,,Cycling Track,Women's Omnium,ATH,1994-12-24,1955106,,True
2024-08-11,Silver Medal,2,PIKULIK Daria,Female,POL,Poland,,Cycling Track,Women's Omnium,ATH,1997-01-06,1572953,,True
2024-08-11,Bronze Medal,3,WOLLASTON Ally,Female,NZL,New Zealand,,Cycling Track,Women's Omnium,ATH,2001-01-04,1945080,,True
2024-08-11,Gold Medal,1,ANDREWS Ellesse,Female,NZL,New Zealand,,Cycling Track,Women's Sprint,ATH,1999-12-31,1945040,,True
2024-08-11,Silver Medal,2,FRIEDRICH Lea,Female,GER,Germany,,Cycling Track,Women's Sprint,ATH,2000-01-07,1889704,,True
2024-08-11,Bronze Medal,3,FINUCANE Emma,Female,GBR,Great Britain,,Cycling Track,Women's Sprint,ATH,2002-12-22,1912522,,True
2024-08-11,Gold Medal,1,GULYAS Michelle,Female,HUN,Hungary,,Modern Pentathlon,Women's Individual,ATH,2000-10-24,1936619,,True
2024-08-11,Silver Medal,2,CLOUVEL Elodie,Female,FRA,France,,Modern Pentathlon,Women's Individual,ATH,1989-01-14,1545116,,True
2024-08-11,Bronze Medal,3,SEONG Seungmin,Female,KOR,Republic of Korea,,Modern Pentathlon,Women's Individual,ATH,2003-05-13,1786902,,True
2024-08-11,Gold Medal,1,LI Wenwen,Female,CHN,People's Republic of China,,Weightlifting,Women's +81kg,ATH,2000-03-05,1918376,,True
2024-08-11,Silver Medal,2,PARK Hyejeong,Female,KOR,Republic of Korea,,Weightlifting,Women's +81kg,ATH,2003-03-12,1894414,,True
2024-08-11,Bronze Medal,3,CAMPBELL Emily,Female,GBR,Great Britain,,Weightlifting,Women's +81kg,ATH,1994-05-06,1544179,,True
2024-08-11,Gold Medal,1,KIYOOKA Kotaro,Male,JPN,Japan,,Wrestling,Men's Freestyle 65kg,HATH,2001-04-12,1939700,,True
2024-08-11,Silver Medal,2,AMOUZADKHALILI Rahman,Male,IRI,Islamic Republic of Iran,,Wrestling,Men's Freestyle 65kg,HATH,2002-07-17,1544830,,True
2024-08-11,Bronze Medal,3,RIVERA Sebastian C,Male,PUR,Puerto Rico,,Wrestling,Men's Freestyle 65kg,HATH,1998-08-27,1537188,,True
2024-08-11,Bronze Medal,3,DUDAEV Islam,Male,ALB,Albania,,Wrestling,Men's Freestyle 65kg,HATH,1995-01-15,1559387,,True
2024-08-11,Gold Medal,1,TAZHUDINOV Akhmed,Male,BRN,Bahrain,,Wrestling,Men's Freestyle 97kg,HATH,2003-01-25,1540305,,True
2024-08-11,Silver Medal,2,MATCHARASHVILI Givi,Male,GEO,Georgia,,Wrestling,Men's Freestyle 97kg,HATH,1997-05-17,1552495,,True
2024-08-11,Bronze Medal,3,MAGOMEDOV Magomedkhan,Male,AZE,Azerbaijan,,Wrestling,Men's Freestyle 97kg,HATH,1998-01-27,1981785,,True
2024-08-11,Bronze Medal,3,AZARPIRA Amirali,Male,IRI,Islamic Republic of Iran,,Wrestling,Men's Freestyle 97kg,HATH,2002-03-26,1543095,,True
2024-08-11,Gold Medal,1,KAGAMI Yuka,Female,JPN,Japan,,Wrestling,Women's Freestyle 76kg,HATH,2001-09-14,1939701,,True
2024-08-11,Silver Medal,2,BLADES Kennedy Alexis,Female,USA,United States of America,,Wrestling,Women's Freestyle 76kg,HATH,2003-09-04,1955344,,True
2024-08-11,Bronze Medal,3,MARIN POTRILLE Milaimy de la Carid,Female,CUB,Cuba,,Wrestling,Women's Freestyle 76kg,HATH,2001-03-16,1571936,,True
2024-08-11,Bronze Medal,3,RENTERIA RENTERIA Tatiana,Female,COL,Colombia,,Wrestling,Women's Freestyle 76kg,HATH,2000-12-22,1535513,,True
2024-08-09,Gold Medal,1,VARFOLOMEEV Darja,Female,GER,Germany,,Rhythmic Gymnastics,Individual All-Around,ATH,2006-11-04,1896230,,True
2024-08-09,Silver Medal,2,KALEYN Boryana,Female,BUL,Bulgaria,,Rhythmic Gymnastics,Individual All-Around,ATH,2000-08-23,1548948,,True
2024-08-09,Bronze Medal,3,RAFFAELI Sofia,Female,ITA,Italy,,Rhythmic Gymnastics,Individual All-Around,ATH,2004-01-19,1923694,,True
2024-08-09,Gold Medal,1,THIAM Nafissatou,Female,BEL,Belgium,,Athletics,Women's Heptathlon,ATH,1994-08-19,1903112,,True
2024-08-09,Silver Medal,2,JOHNSON-THOMPSON Katarina,Female,GBR,Great Britain,,Athletics,Women's Heptathlon,ATH,1993-01-09,1977926,,True
2024-08-09,Bronze Medal,3,VIDTS Noor,Female,BEL,Belgium,,Athletics,Women's Heptathlon,ATH,1996-05-30,1895596,,True
2024-07-27,Gold Medal,1,CHANG Yani,Female,CHN,People's Republic of China,W,Diving,Women's Synchronised 3m Springboard,TEAM,2001-12-07,1901539,DIVW3MTEAM2-CHN01,True
2024-07-27,Gold Medal,1,CHEN Yiwen,Female,CHN,People's Republic of China,W,Diving,Women's Synchronised 3m Springboard,TEAM,1999-06-15,1901538,DIVW3MTEAM2-CHN01,True
2024-07-27,Silver Medal,2,BACON Sarah,Female,USA,United States of America,W,Diving,Women's Synchronised 3m Springboard,TEAM,1996-09-20,1954159,DIVW3MTEAM2-USA01,True
2024-07-27,Silver Medal,2,COOK Kassidy,Female,USA,United States of America,W,Diving,Women's Synchronised 3m Springboard,TEAM,1995-05-09,1954168,DIVW3MTEAM2-USA01,True
2024-07-27,Bronze Medal,3,HARPER Yasmin,Female,GBR,Great Britain,W,Diving,Women's Synchronised 3m Springboard,TEAM,2000-07-28,1900841,DIVW3MTEAM2-GBR01,True
2024-07-27,Bronze Medal,3,MEW JENSEN Scarlett,Female,GBR,Great Britain,W,Diving,Women's Synchronised 3m Springboard,TEAM,2001-12-31,1973355,DIVW3MTEAM2-GBR01,True
2024-07-27,Gold Medal,1,PASQUET Varian,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1999-07-29,1879682,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,TIMO Andy,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,2004-05-28,1879687,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,REBBADJ Rayan,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1999-08-15,1879683,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,FORNER Theo,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,2001-10-17,1879671,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,PAREZ EDO MARTIN Stephen,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1994-08-01,1879681,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,RIVA Paulin,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1994-04-20,1879684,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,JOSEPH Jefferson-Lee,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,2002-08-29,1879675,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,ZEGHDAR Antoine,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1999-05-22,1879692,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,GRANDIDIER NKANANG Aaron,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,2000-05-18,1879672,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,BARRAQUE Jean Pascal,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1991-04-24,1879661,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,DUPONT Antoine,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1996-11-15,1879669,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,SEPHO Jordan,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,1998-12-08,1879685,RU7MTEAM7---FRA01,True
2024-07-27,Gold Medal,1,EPEE Nelson,Male,FRA,France,M,Rugby Sevens,Men,HTEAM,2001-02-20,1879670,RU7MTEAM7---FRA01,True
2024-07-27,Silver Medal,2,NASOVA Joji,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,2000-06-09,1908897,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,TALACOLO Joseva,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1997-04-01,1908838,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,MATANA Jeremaia,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1998-07-14,1913346,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,MOCENACAGI Sevuloni,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1990-06-29,1977633,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,BALEIWAIRIKI Iosefo,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1998-05-09,1913523,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,LOGANIMASI Ponipate,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1998-03-26,1982069,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,VEILAWA Terio Tamani,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1994-07-06,1913286,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,NACUQU Waisea,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1993-05-24,1913334,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,TUWAI Jerry,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1989-03-23,1908911,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,TEBA Iowane,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1993-02-23,1908835,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,RASAKU Kaminieli,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1999-07-12,1908841,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,RAVUTAUMADA Selesitino,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,2000-01-17,2484588,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,JOSAIA Raisuqe,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1994-07-22,1982687,RU7MTEAM7---FIJ01,True
2024-07-27,Silver Medal,2,SAUTURAGA Filipe,Male,FIJ,Fiji,M,Rugby Sevens,Men,HTEAM,1994-06-19,1908901,RU7MTEAM7---FIJ01,True
2024-07-27,Bronze Medal,3,GROBBELAAR Christie,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,2000-05-25,1574106,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,OOSTHUIZEN Ryan,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1995-05-22,1574107,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,VISSER Impi,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1995-05-30,1574108,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,DAVIDS Zain,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1997-05-04,1574109,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,NORTJE Quewin,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,2003-01-14,1888936,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,PRETORIUS Tiaan,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,2001-02-19,1574111,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,LEYDS Tristan,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1997-05-24,1574134,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,DAVIDS Selvyn,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1994-03-26,1888932,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,WILLIAMS Shaun,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1998-04-13,1574114,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,SPECMAN Rosko,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1989-04-28,1574121,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,SOYIZWAPI Siviwe,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1992-12-07,1574118,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,van WYK Shilton,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1999-12-22,1574119,RU7MTEAM7---RSA01,True
2024-07-27,Bronze Medal,3,BROWN Ronald,Male,RSA,South Africa,M,Rugby Sevens,Men,HTEAM,1995-09-02,1574112,RU7MTEAM7---RSA01,True
2024-07-27,Gold Medal,1,HUANG Yuting,Female,CHN,People's Republic of China,X,Shooting,10m Air Rifle Mixed Team,HTEAM,2006-09-03,1913945,SHOXARMT----CHN01,True
2024-07-27,Gold Medal,1,SHENG Lihao,Male,CHN,People's Republic of China,X,Shooting,10m Air Rifle Mixed Team,HTEAM,2004-12-04,1913899,SHOXARMT----CHN01,True
2024-07-27,Silver Medal,2,KEUM Jihyeon,Female,KOR,Republic of Korea,X,Shooting,10m Air Rifle Mixed Team,HTEAM,2000-03-17,1893896,SHOXARMT----KOR01,True
2024-07-27,Silver Medal,2,PARK Hajun,Male,KOR,Republic of Korea,X,Shooting,10m Air Rifle Mixed Team,HTEAM,2000-04-19,1893976,SHOXARMT----KOR01,True
2024-07-27,Bronze Medal,3,LE Alexandra,Female,KAZ,Kazakhstan,X,Shooting,10m Air Rifle Mixed Team,HTEAM,2004-05-03,1930466,SHOXARMT----KAZ01,True
2024-07-27,Bronze Medal,3,SATPAYEV Islam,Male,KAZ,Kazakhstan,X,Shooting,10m Air Rifle Mixed Team,HTEAM,1998-09-21,1930467,SHOXARMT----KAZ01,True
2024-07-27,Gold Medal,1,HELD Ryan,Male,USA,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1995-06-27,1935916,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1,KING Matt,Male,USA,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2002-02-19,1935933,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1,ARMSTRONG Hunter,Male,USA,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2001-01-24,1935871,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1,DRESSEL Caeleb,Male,USA,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1996-08-16,1935896,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1,ALEXY Jack,Male,USA,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2003-01-19,1935869,SWMM4X100MFRUSA01,True
2024-07-27,Gold Medal,1,GUILIANO Chris,Male,USA,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2003-06-25,1935911,SWMM4X100MFRUSA01,True
2024-07-27,Silver Medal,2,CARTWRIGHT Jack,Male,AUS,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1998-09-22,1946186,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2,YANG William,Male,AUS,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1998-10-11,1946235,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2,SOUTHAM Flynn,Male,AUS,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2005-06-05,1946179,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2,CHALMERS Kyle,Male,AUS,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1998-06-25,1946200,SWMM4X100MFRAUS01,True
2024-07-27,Silver Medal,2,TAYLOR Kai,Male,AUS,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2003-08-18,1946196,SWMM4X100MFRAUS01,True
2024-07-27,Bronze Medal,3,ZAZZERI Lorenzo,Male,ITA,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1994-08-09,1925669,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3,DEPLANO Leonardo,Male,ITA,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1999-07-21,1925681,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3,CONTE BONIN Paolo,Male,ITA,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2002-02-09,1925675,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3,FRIGO Manuel,Male,ITA,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1997-02-18,1925634,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3,CECCON Thomas,Male,ITA,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,2001-01-27,1925635,SWMM4X100MFRITA01,True
2024-07-27,Bronze Medal,3,MIRESSI Alessandro,Male,ITA,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,1998-10-02,1925636,SWMM4X100MFRITA01,True
2024-07-27,Gold Medal,1,WUNSCH Olivia,Female,AUS,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2006-05-31,1946221,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1,CAMPBELL Bronte,Female,AUS,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1994-05-14,1946159,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1,HARRIS Meg,Female,AUS,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2002-03-07,1946212,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1,McKEON Emma,Female,AUS,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1994-05-24,1946177,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1,JACK Shayna,Female,AUS,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1998-11-06,1946227,SWMW4X100MFRAUS01,True
2024-07-27,Gold Medal,1,O'CALLAGHAN Mollie,Female,AUS,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2004-04-02,1946218,SWMW4X100MFRAUS01,True
2024-07-27,Silver Medal,2,WEITZEIL Abbey,Female,USA,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1996-12-03,1935860,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2,MANUEL Simone,Female,USA,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1996-08-02,1935945,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2,CONNOLLY Erika,Female,USA,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1998-08-27,1935879,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2,DOUGLASS Kate,Female,USA,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2001-11-17,1935895,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2,HUSKE Torri,Female,USA,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2002-12-07,1935923,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2,WALSH Gretchen,Female,USA,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2003-01-29,1935998,SWMW4X100MFRUSA01,True
2024-07-27,Bronze Medal,3,CHENG Yujie,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2005-09-22,1945230,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3,WU Qingfeng,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2003-01-28,1945206,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3,YU Yiting,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2005-09-05,1945164,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3,YANG Junxuan,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,2002-01-26,1945159,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3,ZHANG Yufei,Female,CHN,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,1998-04-19,1945125,SWMW4X100MFRCHN01,True
2024-07-28,Gold Medal,1,JEON Hunyoung,Female,KOR,Republic of Korea,W,Archery,Women's Team,HTEAM,1994-05-29,1902121,ARCWTEAM3---KOR01,True
2024-07-28,Gold Medal,1,LIM Sihyeon,Female,KOR,Republic of Korea,W,Archery,Women's Team,HTEAM,2003-06-13,1902147,ARCWTEAM3---KOR01,True
2024-07-28,Gold Medal,1,NAM Suhyeon,Female,KOR,Republic of Korea,W,Archery,Women's Team,HTEAM,2005-01-27,1902148,ARCWTEAM3---KOR01,True
2024-07-28,Silver Medal,2,AN Qixuan,Female,CHN,People's Republic of China,W,Archery,Women's Team,HTEAM,2000-12-03,1913382,ARCWTEAM3---CHN01,True
2024-07-28,Silver Medal,2,LI Jiaman,Female,CHN,People's Republic of China,W,Archery,Women's Team,HTEAM,1997-08-18,1913372,ARCWTEAM3---CHN01,True
2024-07-28,Silver Medal,2,YANG Xiaolei,Female,CHN,People's Republic of China,W,Archery,Women's Team,HTEAM,2000-06-28,1913380,ARCWTEAM3---CHN01,True
2024-07-28,Bronze Medal,3,RUIZ Angela,Female,MEX,Mexico,W,Archery,Women's Team,HTEAM,2006-07-28,1535429,ARCWTEAM3---MEX01,True
2024-07-28,Bronze Medal,3,VALENCIA Alejandra,Female,MEX,Mexico,W,Archery,Women's Team,HTEAM,1994-10-17,1535420,ARCWTEAM3---MEX01,True
2024-07-28,Bronze Medal,3,VAZQUEZ Ana,Female,MEX,Mexico,W,Archery,Women's Team,HTEAM,2000-10-05,1536479,ARCWTEAM3---MEX01,True
2024-07-29,Gold Medal,1,KIM Je Deok,Male,KOR,Republic of Korea,M,Archery,Men's Team,HTEAM,2004-04-12,1902130,ARCMTEAM3---KOR01,True
2024-07-29,Gold Medal,1,KIM Woojin,Male,KOR,Republic of Korea,M,Archery,Men's Team,HTEAM,1992-06-20,1902135,ARCMTEAM3---KOR01,True
2024-07-29,Gold Medal,1,LEE Wooseok,Male,KOR,Republic of Korea,M,Archery,Men's Team,HTEAM,1997-08-07,1902144,ARCMTEAM3---KOR01,True
2024-07-29,Silver Medal,2,ADDIS Baptiste,Male,FRA,France,M,Archery,Men's Team,HTEAM,2006-12-07,1541270,ARCMTEAM3---FRA01,True
2024-07-29,Silver Medal,2,CHIRAULT Thomas,Male,FRA,France,M,Archery,Men's Team,HTEAM,1997-09-15,1541272,ARCMTEAM3---FRA01,True
2024-07-29,Silver Medal,2,VALLADONT Jean-Charles,Male,FRA,France,M,Archery,Men's Team,HTEAM,1989-03-20,1541275,ARCMTEAM3---FRA01,True
2024-07-29,Bronze Medal,3,GAZOZ Mete,Male,TUR,Türkiye,M,Archery,Men's Team,HTEAM,1999-06-08,1565000,ARCMTEAM3---TUR01,True
